,model,kw,mark,new,2017,2016,2015,2014,2013,2012,2011
1997,B-MAX 1.5 TDCi Ambiente (JK8),55.0,Ford,17450,,,8275,7400,6550,5650,
1998,B-MAX 1.6 TDCi Trend (JK8),70.0,Ford,19300,,,9325,8325,7450,6450,
1999,B-MAX 1.4 LPG Trend (JK8),63.0,Ford,18990,,,9700,8675,,,
2000,C-MAX 1.6 Ti-VCT Ambiente (II),63.0,Ford,17850,,,9350,8350,7450,6525,5850
2001,C-MAX 1.6 Ti-VCT Ambiente (II),63.0,Ford,18250,11700,10450,9300,,,,
2002,C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),74.0,Ford,18950,,,10450,9350,8350,7325,
2003,C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),74.0,Ford,17900,12750,11400,10200,,,,
2004,C-MAX 1.6 Ti-VCT Ambiente (II),77.0,Ford,18750,,,,8800,7850,6900,6200
2005,C-MAX 1.6 Flexifuel Trend (II),88.0,Ford,21250,,,,10100,9000,7875,7075
2006,C-MAX 1.0 EcoBoost Start/Stopp Trend (II),92.0,Ford,21590,,,11700,10450,9350,8175,
2007,C-MAX 1.6 Flexifuel Ambiente (II),92.0,Ford,19850,,,,,,7275,6550
2008,C-MAX 1.0 EcoBoost Start/Stopp Trend (II),92.0,Ford,22750,14350,12800,11450,,,,
2009,C-MAX 1.6 EcoBoost Start/Stopp Trend (II),110.0,Ford,22840,,,12150,10850,9700,8750,7875
2010,C-MAX 1.5 EcoBoost Start/Stopp Trend (II),110.0,Ford,24000,15600,13950,12450,,,,
2011,C-MAX 1.6 TDCi Start/Stopp Ambiente (II),70.0,Ford,21050,,,10100,8900,7950,6900,6150
2012,C-MAX 1.5 TDCi Start/Stopp Ambiente (II),70.0,Ford,21850,12850,11450,10250,,,,
2013,C-MAX 1.5 TDCi ECOnetic Trend (II),77.0,Ford,23950,14300,12750,11400,,,,
2014,C-MAX 1.6 TDCi Start/Stopp Trend (II),85.0,Ford,23590,,,11050,9750,8725,7575,6775
2015,C-MAX 2.0 TDCi Trend Powershift (II),85.0,Ford,25040,,,11700,10350,9250,8025,7175
2016,C-MAX 1.5 TDCi Start/Stopp Trend (II),88.0,Ford,25000,14150,12650,11750,,,,
2017,C-MAX 2.0 TDCi Trend (II),103.0,Ford,24440,,,11850,10500,9350,8375,7475
2018,C-MAX 2.0 TDCi Start/Stopp Trend (II),110.0,Ford,26500,15700,14000,12500,,,,
2019,C-MAX 2.0 TDCi Start/Stopp Trend Powershift (II),125.0,Ford,29250,17350,15500,13850,,,,
2020,C-MAX 1.6 Ti-VCT LPG Trend (II),86.0,Ford,25300,,,13300,11850,10600,,
2021,C-MAX 1.6 LPG Trend (II),86.0,Ford,23870,,,12600,11250,10050,8825,
2022,Grand C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),74.0,Ford,20450,,,11500,10250,9150,8050,
2023,Grand C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),74.0,Ford,19400,13950,12450,11100,,,,
2024,Grand C-MAX 1.6 Ti-VCT Ambiente (II),77.0,Ford,20250,,,,9850,8800,7700,6925
2025,Grand C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),92.0,Ford,21450,,,11950,10650,9525,8350,
2026,Grand C-MAX 1.6 Ti-VCT Ambiente (II),92.0,Ford,21250,,,,10300,9175,8050,7275
2027,Grand C-MAX 1.0 EcoBoost Start/Stopp Ambiente (II),92.0,Ford,22250,14500,12950,11550,,,,
2028,Grand C-MAX 1.6 EcoBoost Start/Stopp Trend (II),110.0,Ford,24270,,,13300,11850,10600,9575,8625
2029,Grand C-MAX 1.5 EcoBoost Start/Stopp Trend (II),110.0,Ford,25500,16850,15050,13450,,,,
2030,"Grand C-MAX 1.6 EcoBoost Start/Stopp Champions
Edition (II)",134.0,Ford,26470,,,,,11700,10600,
2031,"Grand C-MAX 1.5 EcoBoost Start/Stopp Titanium
Automatik (II)",134.0,Ford,30750,19550,17450,15600,,,,
2032,Grand C-MAX 1.6 TDCi Start/Stopp Ambiente (II),70.0,Ford,22550,,,10950,9650,8625,7500,6700
2033,Grand C-MAX 1.5 TDCi Start/Stopp Ambiente (II),70.0,Ford,23350,13950,12450,11100,,,,
2034,Grand C-MAX 1.6 TDCi Start/Stopp Ambiente (II),85.0,Ford,23550,,,11450,10100,9025,7850,7000
2035,Grand C-MAX 2.0 TDCi Trend Powershift (II),85.0,Ford,26470,,,12650,11200,9975,8675,7750
2036,Grand C-MAX 1.5 TDCi Start/Stopp Trend (II),88.0,Ford,26500,15250,13600,12550,,,,
2037,Grand C-MAX 2.0 TDCi Trend (II),103.0,Ford,25870,,,12800,11300,10100,9025,8100
2038,Grand C-MAX 2.0 TDCi Start/Stopp Trend (II),110.0,Ford,28000,16650,14850,13400,,,,
2039,Grand C-MAX 2.0 TDCi Start/Stopp Trend Powershift (II) 5,125.0,Ford,30750,18500,16500,14750,,,,
2040,Transit Connect 220 L1 1.6 TDCi,70.0,Ford,20349,,11500,10300,9175,8125,,
2041,Transit Connect 230 L2 1.6 TDCi,70.0,Ford,22253,,12600,11250,10050,8900,,
2042,Transit Connect 220 L1 1.5 TDCi,74.0,Ford,21926,,12550,11200,,,,
2043,Transit Connect 230 L2 1.5 TDCi,74.0,Ford,23711,14900,13300,11900,,,,
2044,Transit Connect 220 L1 1.6 TDCi Trend (PJ2),85.0,Ford,22670,,12600,11250,10050,8875,,
2045,Transit Connect 230 L2 1.6 TDCi Trend (PJ2),85.0,Ford,24574,,13650,12200,10900,,,
2046,"Transit Connect 230 L2 1.5 TDCi Start/Stopp Trend
(PJ2)",88.0,Ford,26150,16300,14550,13000,,,,
2047,Transit Courier Kombi 1.0 EcoBoost (JU2),74.0,Ford,15101,,9775,8750,7800,,,
2048,Transit Courier Kombi 1.5 TDCi (JU2),55.0,Ford,16053,,9000,8025,7175,,,
2049,Transit Courier Kombi 1.6 TDCi (JU2),70.0,Ford,16850,,10250,9150,8175,,,
2050,"Transit Custom Kombi 310L1 2.0 TDCi Trend Nugget
Aufstelldach (FAC/FAD)",77.0,Ford,53074,,28350,,,,,
2051,"Transit Custom Kombi 300L1 2.2 TDCi Trend Nugget
Aufstelldach (FAC/FAD)",92.0,Ford,53074,,28400,25850,23500,21200,,
2052,"Transit Custom Kombi 310L1 2.0 TDCi Trend Nugget
Aufstelldach (FAC/FAD)",96.0,Ford,54681,,29200,,,,,
2053,"Transit Custom Kombi 300L1 2.2 TDCi Trend Nugget
Aufstelldach (FAC/FAD)",114.0,Ford,55097,,29500,26850,24400,22000,,
2054,"Transit Custom Kombi 310L1 2.0 TDCi Trend Nugget
Aufstelldach (FAC/FAD)",125.0,Ford,57299,,30650,,,,,
2055,EcoSport 1.5 Ti-VCT Trend (JK8),82.0,Ford,17990,,,9925,8700,,,
2056,EcoSport 1.0 EcoBoost Trend (JK8),92.0,Ford,19390,12400,11250,9850,8650,,,
2057,EcoSport 1.0 EcoBoost Trend (JK8),92.0,Ford,19840,11900,,,,,,
2058,EcoSport 1.0 EcoBoost Titanium (JK8),103.0,Ford,21940,14150,12650,,,,,
2059,EcoSport 1.0 EcoBoost Titanium (JK8),103.0,Ford,22990,15150,,,,,,
2060,EcoSport 1.5 TDCi Trend (JK8),66.0,Ford,19990,,,9700,8525,,,
2061,EcoSport 1.5 TDCi Trend (JK8),70.0,Ford,20640,12550,11200,9825,,,,
2062,EcoSport 1.5 EcoBlue Trend (JK8),74.0,Ford,21090,13750,,,,,,
2063,EcoSport 1.5 EcoBlue Trend Allrad (JK8),92.0,Ford,24340,16050,,,,,,
2064,Edge 2.0 TDCi Start/Stopp Trend 4x4 (SBF),132.0,Ford,41900,25650,23700,21000,,,,
2065,"Edge 2.0 TDCi Bi-Turbo Start/Stopp Titanium 4x4
Powershift (SBF)",154.0,Ford,49500,31350,28450,24950,,,,
2066,Fiesta 1.25 Ambiente (VII),44.0,Ford,10950,,,5975,5325,4850,4300,
2067,Fiesta 1.0 Ambiente (VII),48.0,Ford,12220,,,,,5150,4600,
2068,Fiesta 1.0 Start/Stopp Ambiente (VII),48.0,Ford,12620,,,6500,5775,5225,4675,
2069,Fiesta 1.0 Start/Stopp Trend (VII),59.0,Ford,14000,,,7225,6425,5825,5200,
2070,Fiesta 1.0 Trend (VII),59.0,Ford,13800,,,7100,6325,5725,5100,
2071,Fiesta 1.25 Trend (VII),60.0,Ford,13600,,,7075,6350,5750,5100,
2072,Fiesta 1.0 EcoBoost Trend (VII),74.0,Ford,15100,,,8100,7275,6550,5850,
2073,Fiesta 1.6 Ti-VCT Trend Powershift (VII),77.0,Ford,17305,,,,,7450,6650,
2074,Fiesta 1.0 EcoBoost Start/Stopp Titanium (VII),92.0,Ford,18000,,,9500,8575,7800,6950,
2075,Fiesta 1.0 EcoBoost Start/Stopp Sport (VII),103.0,Ford,18900,,,10050,9100,,,
2076,Fiesta 1.4 TDCi Ambiente (VII),51.0,Ford,13845,,,,,,4700,4100
2077,Fiesta 1.5 TDCi Ambiente (VII),55.0,Ford,14365,,,6950,6250,5650,5000,
2078,Fiesta 1.5 TDCi Start/Stopp Ambiente (VII),55.0,Ford,14765,8825,7800,6975,,,,
2079,Fiesta 1.6 TDCi ECOnetic Trend (VII),70.0,Ford,15825,,,,,,5425,4750
2080,Fiesta 1.6 TDCi Trend (VII),70.0,Ford,15700,,,,,,5275,4550
2081,Fiesta 1.6 TDCi ECOnetic Trend (VII),70.0,Ford,17195,10150,9050,8075,,,,
2082,Fiesta 1.6 TDCi Trend (VII),70.0,Ford,15995,,,7525,6775,6125,5425,
2083,Fiesta 1.4 LPG Trend,68.0,Ford,16290,,,8375,7650,6975,6325,
2084,Fiesta ST (VII) ST,134.0,Ford,20390,,,11400,10500,9550,,
2085,Fiesta ST200 (VII) ST,147.0,Ford,24840,16450,14550,,,,,
2086,Fiesta 1.1 Start/Stopp Trend (VIII),52.0,Ford,12950,9075,,,,,,
2087,Fiesta 1.1 Start/Stopp Trend (VIII),63.0,Ford,14000,9825,,,,,,
2088,Fiesta 1.0 EcoBoost Start/Stopp Trend (VIII),74.0,Ford,15100,10600,,,,,,
2089,Fiesta 1.0 EcoBoost Start/Stopp Titanium (VIII),92.0,Ford,20200,14150,,,,,,
2090,Fiesta 1.0 EcoBoost Start/Stopp ST-Line (VIII),103.0,Ford,20900,14650,,,,,,
2091,Fiesta 1.5 TDCi Start/Stopp Trend (VIII),63.0,Ford,15800,10900,,,,,,
2092,Fiesta 1.5 TDCi Start/Stopp Titanium (VIII),88.0,Ford,20800,14050,,,,,,
2093,Focus 1.6 Ti-VCT Ambiente (III),63.0,Ford,16450,,,,7425,6825,6300,5800
2094,Focus 1.6 Ti-VCT Ambiente (III),63.0,Ford,16450,10150,9075,8300,7725,,,
2095,Focus 1.0 EcoBoost 99g Start/Stopp Trend (III),74.0,Ford,19870,,,,8900,,,
2096,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,17550,,,,7925,7300,6750,
2097,Focus 1.0 EcoBoost 99g Start/Stopp Trend (III),74.0,Ford,20750,12950,11550,10400,9650,,,
2098,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,17960,11350,10150,9100,8550,,,
2099,Focus 1.6 Ti-VCT Ambiente (III),77.0,Ford,17850,,,,,,6625,6100
2100,Focus 1.6 Ti-VCT Flexifuel Trend (III),88.0,Ford,20250,,,,,,7425,6850
2101,Focus 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,20520,,,,9075,8350,7725,
2102,Focus 1.6 Ti-VCT Trend (III),92.0,Ford,21870,,,,9075,8350,7725,7075
2103,Focus 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,21700,12650,11300,10150,9475,,,
2104,Focus 1.0 EcoBoost Start/Stopp ST-Line (III),103.0,Ford,24600,13100,,,,,,
2105,Focus 1.6 EcoBoost Start/Stopp Trend (III),110.0,Ford,21770,,,,9750,8875,8225,7625
2106,Focus 1.6 Flexifuel Trend (III),110.0,Ford,22020,,,,9925,,,
2107,Focus 1.5 EcoBoost Start/Stopp Cool & Connect (III),110.0,Ford,24050,14600,,,,,,
2108,Focus 1.6 EcoBoost Start/Stopp Titanium (III),134.0,Ford,25120,,,,11050,10150,9375,8625
2109,Focus 1.5 EcoBoost Start/Stopp ST-Line (III),134.0,Ford,26750,15650,14550,,,,,
2110,Focus 1.6 TDCi Ambiente (III),70.0,Ford,19350,,,,7050,6475,5875,
2111,Focus 1.6 TDCi Start/Stopp Ambiente (III),70.0,Ford,19650,,,,7200,6650,6000,5550
2112,Focus 1.5 TDCi Start/Stopp Ambiente (III),70.0,Ford,20800,,,9125,8200,,,
2113,Focus 1.6 TDCi ECOnetic 88g Trend (III),77.0,Ford,23015,,,,8350,7600,6875,
2114,Focus 1.6 TDCi ECOnetic 99g Trend (III),77.0,Ford,24820,,,,9000,8200,7425,
2115,Focus 1.5 TDCi ECOnetic Trend (III),77.0,Ford,23700,11950,10650,10050,9050,,,
2116,Focus 1.6 TDCi Start/Stopp Trend (III),85.0,Ford,22520,,,,8500,7825,6875,6350
2117,Focus 1.6 TDCi Trend (III),85.0,Ford,22220,,,,8325,7650,6750,
2118,Focus 2.0 TDCi Trend Powershift (III),85.0,Ford,23970,,,,8700,7925,7275,6725
2119,Focus 1.5 TDCi Start/Stopp Trend (III),88.0,Ford,23950,12200,10900,10350,9250,,,
2120,Focus 2.0 TDCi Trend (III),103.0,Ford,23370,,,,8950,8175,7275,6675
2121,Focus 2.0 TDCi Start/Stopp Cool & Connect (III),110.0,Ford,26650,14750,,,,,,
2122,Focus 2.0 TDCi Titanium (III),120.0,Ford,26470,,,,9950,9125,8225,7500
2123,Focus Electric (III),107.0,Ford,39990,,,16700,15200,13900,,
2124,Focus Electric (III),107.0,Ford,34900,23000,,,,,,
2125,Focus 1.6 Ti-VCT LPG Trend,86.0,Ford,23070,,,,9750,8925,8125,
2126,Focus 1.6 LPG Trend (III),86.0,Ford,23650,14200,12700,11500,10400,,,
2127,Focus 1.6 Ti-VCT Ambiente (III),63.0,Ford,16950,,,,7625,7000,6450,
2128,Focus 1.6 Ti-VCT Ambiente (III),63.0,Ford,17360,10600,9475,8500,7900,,,
2129,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,18050,,,,7925,7275,6700,
2130,Focus 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,18460,11500,10300,9250,8675,,,
2131,Focus 1.6 Ti-VCT Ambiente (III),77.0,Ford,18350,,,,,,6625,6100
2132,Focus 1.6 Ti-VCT Flexifuel Trend (III),88.0,Ford,20750,,,,,,7400,6825
2133,Focus 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,21020,,,,9025,8325,7700,
2134,Focus 1.6 Ti-VCT Trend (III),92.0,Ford,22370,,,,9000,8275,7675,7050
2135,Focus 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,21900,12750,11350,10250,9550,,,
2136,Focus 1.6 EcoBoost Start/Stopp Trend (III),110.0,Ford,22270,,,,9675,8800,8200,7600
2137,Focus 1.6 Flexifuel Trend (III),110.0,Ford,22520,,,,9950,,,
2138,Focus 1.5 EcoBoost Start/Stopp Business Edition (III),110.0,Ford,24500,14850,13300,12050,11200,,,
2139,Focus 1.6 EcoBoost Start/Stopp Titanium (III),134.0,Ford,25620,,,,11000,10100,9325,8575
2140,Focus 1.5 EcoBoost Start/Stopp Titanium (III),134.0,Ford,26950,15900,14800,13550,12600,,,
2141,Focus 1.6 TDCi Ambiente (III),70.0,Ford,19850,,,,6975,6475,5850,
2142,Focus 1.6 TDCi Start/Stopp Ambiente (III),70.0,Ford,20150,,,,7150,6625,6000,5525
2143,Focus 1.5 TDCi Start/Stopp Ambiente (III),70.0,Ford,21710,11000,9825,9300,8400,,,
2144,Focus 1.6 TDCi Start/Stopp Ambiente (III),70.0,Ford,21300,,,9225,8250,,,
2145,Focus 1.6 TDCi Start/Stopp Trend (III),85.0,Ford,23020,,,,8525,7775,6850,6325
2146,Focus 1.6 TDCi Trend (III),85.0,Ford,22720,,,,8325,7625,6700,
2147,Focus 2.0 TDCi Trend Powershift (III),85.0,Ford,24470,,,,8650,7900,7225,6675
2148,Focus 1.6 TDCi Start/Stopp Trend (III),85.0,Ford,22950,,,10100,9050,,,
2149,Focus 1.5 TDCi Start/Stopp Trend (III),88.0,Ford,24150,12300,10950,10400,9300,,,
2150,Focus 2.0 TDCi Trend (III),103.0,Ford,23870,,,,8875,8075,7325,6725
2151,Focus 2.0 TDCi Start/Stopp Business Edition (III),110.0,Ford,27100,14950,13350,12150,10850,,,
2152,Focus 2.0 TDCi Titanium (III),120.0,Ford,26970,,,,9875,9050,8175,7450
2153,Focus Turnier 1.6 Ti-VCT Ambiente (III),63.0,Ford,17250,,,,8025,7350,6775,
2154,Focus Turnier 1.6 Ti-VCT Ambiente (III),63.0,Ford,17660,11200,10000,8975,8400,,,
2155,Focus Turnier 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,18350,,,,8475,7800,7200,
2156,Focus Turnier 1.0 EcoBoost Start/Stopp Ambiente (III),74.0,Ford,18760,11400,10600,9775,9225,,,
2157,Focus Turnier 1.6 Ti-VCT Ambiente (III),77.0,Ford,18650,,,,,,6950,6400
2158,Focus Turnier 1.6 Ti-VCT Flexifuel Trend (III),88.0,Ford,21050,,,,,,7925,7325
2159,Focus Turnier 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,21320,,,,9625,8850,8175,
2160,Focus Turnier 1.6 Ti-VCT Trend (III),92.0,Ford,22670,,,,9650,8875,8250,7550
2161,Focus Turnier 1.0 EcoBoost Start/Stopp Trend (III),92.0,Ford,22200,13500,12050,10500,9825,,,
2162,Focus Turnier 1.0 EcoBoost Start/Stopp ST-Line (III),103.0,Ford,25400,13950,,,,,,
2163,Focus Turnier 1.6 EcoBoost Start/Stopp Trend (III),110.0,Ford,22570,,,,10350,9425,8750,8100
2164,Focus Turnier 1.6 Flexifuel Trend (III),110.0,Ford,22820,,,,10550,,,
2165,"Focus Turnier 1.5 EcoBoost Start/Stopp Cool &
Connect (III)",110.0,Ford,24850,14500,,,,,,
2166,Focus Turnier 1.6 EcoBoost Start/Stopp Titanium (III),134.0,Ford,25920,,,,11750,10850,9950,9150
2167,Focus Turnier 1.5 EcoBoost Start/Stopp ST-Line (III),134.0,Ford,27550,16550,15400,,,,,
2168,Focus Turnier 1.6 TDCi Ambiente (III),70.0,Ford,20150,,,,7450,6850,6150,
2169,Focus Turnier 1.6 TDCi Start/Stopp Ambiente (III),70.0,Ford,20450,,,,7625,7000,6300,5800
2170,Focus Turnier 1.5 TDCi Start/Stopp Ambiente (III),70.0,Ford,22010,11350,10100,9175,8300,,,
2171,Focus Turnier 1.6 TDCi ECOnetic 88g Trend (III),77.0,Ford,23815,,,,8800,8025,7325,
2172,Focus Turnier 1.6 TDCi ECOnetic 99g Trend (III),77.0,Ford,23315,,,,8625,7850,7150,
2173,Focus Turnier 1.5 TDCi ECOnetic Trend (III),77.0,Ford,24500,12100,10800,10200,9175,,,
2174,Focus Turnier 1.6 TDCi Start/Stopp Trend (III),85.0,Ford,23320,,,,8950,8200,7400,6825
2175,Focus Turnier 1.6 TDCi Trend (III),85.0,Ford,23020,,,,8750,8025,7225,
2176,Focus Turnier 2.0 TDCi Trend Powershift (III),85.0,Ford,24770,,,,9275,8500,7725,7125
2177,Focus Turnier 1.6 TDCi Start/Stopp Trend (III),85.0,Ford,23250,,,10150,9150,,,
2178,Focus Turnier 1.5 TDCi Start/Stopp Trend (III),88.0,Ford,24750,12350,11050,10450,9375,,,
2179,Focus Turnier 2.0 TDCi Trend (III),103.0,Ford,24170,,,,9400,8575,7825,7175
2180,Focus Turnier 2.0 TDCi Start/Stopp Cool & Connect (III),110.0,Ford,27450,14900,,,,,,
2181,Focus Turnier 2.0 TDCi Titanium (III),120.0,Ford,27270,,,,10500,9650,8700,7950
2182,Focus Turnier 1.6 Ti-VCT LPG Trend,86.0,Ford,23870,,,,10300,9425,8650,
2183,Focus Turnier 1.6 LPG Trend,86.0,Ford,24450,15150,13500,12250,11100,,,
2184,Focus RS (III) RS,257.0,Ford,40975,32150,29900,26550,,,,
2185,Focus ST (III) ST,184.0,Ford,28250,,,,15350,14250,13250,
2186,Focus ST 2.0 TDCi Start/Stopp,136.0,Ford,30700,19300,17250,15750,14300,,,
2187,Focus Turnier ST (III) ST,184.0,Ford,29200,,,,15900,14750,13700,
2188,Focus Turnier ST 2.0 EcoBoost Start/Stopp,184.0,Ford,30850,20400,19000,17700,16250,,,
2189,Focus Turnier ST 2.0 TDCi Start/Stopp,136.0,Ford,31650,19500,17800,16250,14800,,,
2190,Galaxy 1.6 TDCi Ambiente (II),85.0,Ford,30950,,,,,10850,9400,8400
2191,Galaxy 2.0 TDCi Trend (II),120.0,Ford,33550,,,15900,14200,12550,10850,9725
2192,Galaxy 1.5 EcoBoost Start/Stopp Trend (III),118.0,Ford,33300,20850,18600,16600,,,,
2193,Galaxy 2.0 EcoBoost Start/Stopp Trend Automatik (III),177.0,Ford,36810,,20650,18450,,,,
2194,Galaxy 2.0 TDCi Start/Stopp Trend (III),88.0,Ford,34800,20950,18700,16700,,,,
2195,Galaxy 2.0 TDCi Start/Stopp Trend (III),110.0,Ford,36300,21200,18950,17250,,,,
2196,Galaxy 2.0 TDCi Start/Stopp Trend Allrad (III),110.0,Ford,37360,,19550,17800,,,,
2197,Galaxy 2.0 TDCi Start/Stopp Trend (III),132.0,Ford,37800,22100,19750,18000,,,,
2198,Galaxy 2.0 TDCi Start/Stopp Trend Allrad Powershift (III),132.0,Ford,40860,,21600,19650,,,,
2199,"Galaxy 2.0 TDCi Bi-Turbo Start/Stopp Titanium
Powershift (III)",154.0,Ford,45250,27250,24300,22150,,,,
2200,Ka 1.3 TDCi Start/Stopp Trend (II),55.0,Ford,11600,,,,,4825,4250,3900
2201,Ka+ 1.2 Ti-VCT (KAF),51.0,Ford,9990,7200,6425,,,,,
2202,Ka+ 1.2 Ti-VCT Cool&Sound (KAF),63.0,Ford,11600,8225,7325,,,,,
2203,Kuga 2.0 TDCi DPF Trend 2x4 (I),103.0,Ford,27700,,,,,10350,9350,8500
2204,Kuga 2.0 TDCi DPF Trend 4x4 (I),103.0,Ford,29700,,,,,10950,9900,9000
2205,Kuga 2.0 TDCi DPF Trend 4x4 (I),120.0,Ford,30700,,,,,11450,10000,9075
2206,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),88.0,Ford,23300,,13600,,,,,
2207,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),88.0,Ford,23300,15500,13850,,,,,
2208,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),110.0,Ford,25050,,14650,13050,12200,,,
2209,Kuga 1.6 EcoBoost Start/Stopp Trend 2x4 (II),110.0,Ford,24800,,,,13250,11350,,
2210,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II),110.0,Ford,25950,16850,15050,,,,,
2211,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik (II),134.0,Ford,31000,,18600,16600,15550,,,
2212,Kuga 1.6 EcoBoost Trend 4x4 Automatik (II),134.0,Ford,30250,,,,16100,14400,,
2213,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik (II),134.0,Ford,31150,20400,18250,,,,,
2214,"Kuga 2.0 EcoBoost Start/Stopp Titanium 4x4 Automatik
(II)",178.0,Ford,35400,24400,,,,,,
2215,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),88.0,Ford,27150,,14450,12900,11300,,,
2216,Kuga 1.5 TDCi Start/Stopp Trend 2x4 (II),88.0,Ford,27950,17050,15550,,,,,
2217,Kuga 2.0 TDCi Trend 2x4 (II),103.0,Ford,27400,,,,12200,10750,,
2218,Kuga 2.0 TDCi Trend 4x4 (II),103.0,Ford,29400,,,,13150,11600,,
2219,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),110.0,Ford,28650,,15500,13850,12150,,,
2220,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),110.0,Ford,30650,,16600,14800,13000,,,
2221,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II),110.0,Ford,29450,17450,15600,,,,,
2222,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),110.0,Ford,31450,18700,16700,,,,,
2223,Kuga 2.0 TDCi Trend 4x4 (II),120.0,Ford,30400,,,,13500,11900,,
2224,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II),132.0,Ford,32000,,16550,14800,12950,,,
2225,Kuga 2.0 TDCi Start/Stopp Business Edition 4x4 (II),132.0,Ford,34050,19800,17750,,,,,
2226,Mondeo 1.6 EcoBoost Start/Stopp Ambiente (IV),118.0,Ford,26760,,,,11350,10150,,
2227,Mondeo 2.0 EcoBoost Trend (IV),149.0,Ford,29510,,,,12700,11300,,
2228,Mondeo 2.0 EcoBoost Trend (IV),176.0,Ford,31760,,,,14150,12600,,
2229,Mondeo 1.6 TDCi Ambiente (IV),85.0,Ford,27760,,,,9150,8425,7275,6375
2230,Mondeo 1.6 TDCi ECOnetic Ambiente (IV),85.0,Ford,28340,,,,9325,8575,7375,6475
2231,Mondeo 2.0 TDCi ECOnetic Ambiente (IV),103.0,Ford,29110,,,,10150,9225,,
2232,Mondeo 2.0 TDCi Ambiente (IV),120.0,Ford,30010,,,,10100,9550,,
2233,Mondeo 2.0 TDCi ECOnetic Ambiente (IV),120.0,Ford,30110,,,,10150,9600,,
2234,Mondeo 2.2 TDCi Trend (IV),147.0,Ford,32610,,,,11750,10800,,
2235,Mondeo 2.0 Flexifuel LPG Ambiente (IV),104.0,Ford,27775,,,,,10450,,
2236,Mondeo Turnier 1.6 EcoBoost Start/Stopp Ambiente (IV) 5,118.0,Ford,27860,,,,12150,10850,,
2237,Mondeo Turnier 2.0 EcoBoost Trend (IV),149.0,Ford,30610,,,,13950,12450,,
2238,Mondeo Turnier 2.0 EcoBoost Trend (IV),176.0,Ford,32860,,,,15000,13400,,
2239,Mondeo Turnier 1.6 TDCi Ambiente (IV),85.0,Ford,28860,,,,8700,7975,6900,6175
2240,Mondeo Turnier 1.6 TDCi ECOnetic Ambiente (IV),85.0,Ford,29440,,,,8875,8150,7025,6275
2241,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV),103.0,Ford,30210,,,,9900,8750,,
2242,Mondeo Turnier 2.0 TDCi Ambiente (IV),120.0,Ford,31110,,,,10600,9350,,
2243,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV),120.0,Ford,31210,,,,10650,9350,,
2244,Mondeo Turnier 2.2 TDCi Trend (IV),147.0,Ford,33710,,,,12600,10850,,
2245,Mondeo Turnier 2.0 Flexifuel LPG Ambiente,104.0,Ford,28775,,,,,11150,,
2246,Mondeo 1.0 EcoBoost Trend (V),92.0,Ford,25990,16350,14600,13200,,,,
2247,Mondeo 1.5 EcoBoost Trend (V),118.0,Ford,28150,18600,16600,14850,13250,,,
2248,Mondeo 2.0 EcoBoost Titanium Automatik (V),149.0,Ford,36100,22900,20700,19650,17500,,,
2249,Mondeo 2.0 EcoBoost Titanium Automatik (V),177.0,Ford,38100,24000,21250,19000,16950,,,
2250,Mondeo 1.6 TDCi ECOnetic Trend (V),85.0,Ford,28750,,,12900,11550,,,
2251,Mondeo 1.6 TDCi Trend (V),85.0,Ford,28200,,,12700,11350,,,
2252,Mondeo 1.5 TDCi ECOnetic Trend (V),88.0,Ford,30000,17250,16000,13100,,,,
2253,Mondeo 1.5 TDCi Trend (V),88.0,Ford,29450,16950,15750,12850,,,,
2254,Mondeo 2.0 TDCi ECOnetic Trend (V),110.0,Ford,31650,17600,15750,15200,13600,,,
