2011,2012,2013,2014,2015,2016,2017,2018,kw,mark,model
9075,10000,11450,30700,,,,,120,Ford,Kuga 2.0 TDCi DPF Trend 4x4 (I)
,,,,,13600,23300,,88,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II)
,,,,,13850,15500,23300,88,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II)
,,,12200,13050,14650,25050,,110,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II)
,,11350,13250,24800,,,,110,Ford,Kuga 1.6 EcoBoost Start/Stopp Trend 2x4 (II)
,,,,,15050,16850,25950,110,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 2x4 (II)
,,,15550,16600,18600,31000,,134,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik (II)
,,14400,16100,30250,,,,134,Ford,Kuga 1.6 EcoBoost Trend 4x4 Automatik (II)
,,,,,18250,20400,31150,134,Ford,Kuga 1.5 EcoBoost Start/Stopp Trend 4x4 Automatik (II)
,,,,,,24400,35400,178,Ford,"(II)"""
,,,11300,12900,14450,27150,,88,Ford,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II)
,,,,,15550,17050,27950,88,Ford,Kuga 1.5 TDCi Start/Stopp Trend 2x4 (II)
,,10750,12200,27400,,,,103,Ford,Kuga 2.0 TDCi Trend 2x4 (II)
,,11600,13150,29400,,,,103,Ford,Kuga 2.0 TDCi Trend 4x4 (II)
,,,12150,13850,15500,28650,,110,Ford,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II)
,,,13000,14800,16600,30650,,110,Ford,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II)
,,,,,15600,17450,29450,110,Ford,Kuga 2.0 TDCi Start/Stopp Trend 2x4 (II)
,,,,,16700,18700,31450,110,Ford,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II)
,,11900,13500,30400,,,,120,Ford,Kuga 2.0 TDCi Trend 4x4 (II)
,,,12950,14800,16550,32000,,132,Ford,Kuga 2.0 TDCi Start/Stopp Trend 4x4 (II)
,,,,,17750,19800,34050,132,Ford,Kuga 2.0 TDCi Start/Stopp Business Edition 4x4 (II)
,,10150,11350,26760,,,,118,Ford,Mondeo 1.6 EcoBoost Start/Stopp Ambiente (IV)
,,11300,12700,29510,,,,149,Ford,Mondeo 2.0 EcoBoost Trend (IV)
,,12600,14150,31760,,,,176,Ford,Mondeo 2.0 EcoBoost Trend (IV)
6375,7275,8425,9150,27760,,,,85,Ford,Mondeo 1.6 TDCi Ambiente (IV)
6475,7375,8575,9325,28340,,,,85,Ford,Mondeo 1.6 TDCi ECOnetic Ambiente (IV)
,,9225,10150,29110,,,,103,Ford,Mondeo 2.0 TDCi ECOnetic Ambiente (IV)
,,9550,10100,30010,,,,120,Ford,Mondeo 2.0 TDCi Ambiente (IV)
,,9600,10150,30110,,,,120,Ford,Mondeo 2.0 TDCi ECOnetic Ambiente (IV)
,,10800,11750,32610,,,,147,Ford,Mondeo 2.2 TDCi Trend (IV)
,,10450,27775,,,,,104,Ford,Mondeo 2.0 Flexifuel LPG Ambiente (IV)
,,10850,12150,27860,,,,118,Ford,Mondeo Turnier 1.6 EcoBoost Start/Stopp Ambiente (IV) 5
,,12450,13950,30610,,,,149,Ford,Mondeo Turnier 2.0 EcoBoost Trend (IV)
,,13400,15000,32860,,,,176,Ford,Mondeo Turnier 2.0 EcoBoost Trend (IV)
6175,6900,7975,8700,28860,,,,85,Ford,Mondeo Turnier 1.6 TDCi Ambiente (IV)
6275,7025,8150,8875,29440,,,,85,Ford,Mondeo Turnier 1.6 TDCi ECOnetic Ambiente (IV)
,,8750,9900,30210,,,,103,Ford,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV)
,,9350,10600,31110,,,,120,Ford,Mondeo Turnier 2.0 TDCi Ambiente (IV)
,,9350,10650,31210,,,,120,Ford,Mondeo Turnier 2.0 TDCi ECOnetic Ambiente (IV)
,,10850,12600,33710,,,,147,Ford,Mondeo Turnier 2.2 TDCi Trend (IV)
,,11150,28775,,,,,104,Ford,Mondeo Turnier 2.0 Flexifuel LPG Ambiente
,,,,13200,14600,16350,25990,92,Ford,Mondeo 1.0 EcoBoost Trend (V)
,,,13250,14850,16600,18600,28150,118,Ford,Mondeo 1.5 EcoBoost Trend (V)
,,,17500,19650,20700,22900,36100,149,Ford,Mondeo 2.0 EcoBoost Titanium Automatik (V)
,,,16950,19000,21250,24000,38100,177,Ford,Mondeo 2.0 EcoBoost Titanium Automatik (V)
,,,11550,12900,28750,,,85,Ford,Mondeo 1.6 TDCi ECOnetic Trend (V)
,,,11350,12700,28200,,,85,Ford,Mondeo 1.6 TDCi Trend (V)
,,,,13100,16000,17250,30000,88,Ford,Mondeo 1.5 TDCi ECOnetic Trend (V)
,,,,12850,15750,16950,29450,88,Ford,Mondeo 1.5 TDCi Trend (V)
,,,13600,15200,15750,17600,31650,110,Ford,Mondeo 2.0 TDCi ECOnetic Trend (V)
,,,13350,14950,15450,17300,31100,110,Ford,Mondeo 2.0 TDCi Trend (V)
,,,,14650,32200,,,110,Ford,Mondeo 2.0 TDCi Trend Allrad (V)
,,,,17100,19150,21450,39100,132,Ford,Mondeo 2.0 TDCi Business Allrad Powershift (V)
,,,,15900,17800,19900,35450,132,Ford,Mondeo 2.0 TDCi ECOnetic Business Edition (V)
,,,13350,14950,31700,,,132,Ford,Mondeo 2.0 TDCi Trend (V)
,,,,19500,21850,23700,40100,154,Ford,Mondeo 2.0 TDCi Bi-Turbo Titanium Powershift (V)
,,,,23250,24500,27100,42350,149,Ford,Mondeo 2.0 EcoBoost Vignale Automatik (V)
,,,,22300,24950,28200,44350,177,Ford,Mondeo 2.0 EcoBoost Vignale Automatik (V)
,,,,,,22700,41150,110,Ford,Mondeo 2.0 TDCi Vignale (V)
,,,,,,24050,43150,110,Ford,Mondeo 2.0 TDCi Vignale Allrad (V)
,,,,19550,21850,24700,42650,132,Ford,Mondeo 2.0 TDCi Vignale (V)
,,,,21000,23500,26500,46850,132,Ford,Mondeo 2.0 TDCi Vignale Allrad Powershift (V)
,,,,22750,25450,27600,46350,154,Ford,Mondeo 2.0 TDCi Bi-Turbo Vignale Powershift (V)
,,,16400,18350,21150,22050,36550,138,Ford,Mondeo 2.0 Hybrid Powershift (V)
,,,,13900,16000,17900,26990,92,Ford,Mondeo Turnier 1.0 EcoBoost Trend (V)
,,,13900,15750,17100,18750,29150,118,Ford,Mondeo Turnier 1.5 EcoBoost Trend (V)
,,,17050,18850,21150,23400,37100,149,Ford,Mondeo Turnier 2.0 EcoBoost Titanium Automatik (V)
,,,17300,19350,21700,23750,39100,177,Ford,Mondeo Turnier 2.0 EcoBoost Titanium Automatik (V)
,,,11600,13000,29750,,,85,Ford,Mondeo Turnier 1.6 TDCi ECOnetic Trend (V)
,,,11450,12800,29200,,,85,Ford,Mondeo Turnier 1.6 TDCi Trend (V)
,,,,13450,15050,16850,31000,88,Ford,Mondeo Turnier 1.5 TDCi ECOnetic Trend (V)
,,,,13200,14750,16550,30450,88,Ford,Mondeo Turnier 1.5 TDCi Trend (V)
,,,12450,13950,15650,17150,32650,110,Ford,Mondeo Turnier 2.0 TDCi ECOnetic Trend (V)
,,,12250,13700,15350,16850,32100,110,Ford,Mondeo Turnier 2.0 TDCi Trend (V)
,,,,15000,33200,,,110,Ford,Mondeo Turnier 2.0 TDCi Trend Allrad (V)
,,,,19300,20750,23250,40100,132,Ford,Mondeo Turnier 2.0 TDCi Business Allrad Powershift (V) 5
,,,14150,14650,33250,,,132,Ford,Mondeo Turnier 2.0 TDCi ECOnetic Trend (V)
,,,13950,14400,32700,,,132,Ford,Mondeo Turnier 2.0 TDCi Trend (V)
,,,,19850,22250,25150,41100,154,Ford,"(V)"""
,,,,,,28150,39000,213,Ford,Mustang Fastback 2.3 EcoBoost (LAE)
,,,,22000,23900,27200,38000,233,Ford,Mustang Fastback 2.3 EcoBoost (LAE)
,,,,27750,30000,32300,44000,310,Ford,Mustang Fastback 5.0 Ti-VCT V8 GT (LAE)
,,,,,,30950,43500,213,Ford,Mustang Convertible 2.3 EcoBoost (LAE)
,,,,24600,26850,30000,42500,233,Ford,Mustang Convertible 2.3 EcoBoost (LAE)
,,,,29500,31850,34700,48500,310,Ford,Mustang Convertible 5.0 Ti-VCT V8 GT (LAE)
10250,11200,12200,13300,14650,16100,28620,,92,Ford,Ranger 2.2 TDCi Einzelkabine (2AB)
,11950,13050,28667,,,,,92,Ford,Ranger 2.2 TDCi Extrakabine (2AB)
,11150,12200,13250,14600,16050,28501,,92,Ford,Ranger 2.2 TDCi Extrakabine XL 4x2 (2AB)
,,,,15200,16750,28852,,96,Ford,Ranger 2.2 TDCi Einzelkabine 4x4 (2AB)
,,,,14300,15750,27132,,96,Ford,Ranger 2.2 TDCi Einzelkabine XL 4x2 (2AB)
,,,,16150,17750,30637,,96,Ford,Ranger 2.2 TDCi Extrakabine 4x4 (2AB)
,11800,13150,14450,15900,17500,29810,,110,Ford,Ranger 2.2 TDCi Einzelkabine XL (2AB)
,,,,,,20100,32201,118,Ford,Ranger 2.2 TDCi Einzelkabine XL 4x4 (2AB)
,,,,17350,19050,32547,,118,Ford,Ranger 2.2 TDCi Extrakabine XL 4x4 (2AB)
,15400,16900,18750,20050,22050,41174,,147,Ford,Ranger 3.2 TDCi Extrakabine Wildtrak (2AB)
,,,,20800,22900,40282,,147,Ford,Ranger 3.2 TDCi Extrakabine Limited 4x4 (2AB)
,12400,13550,14750,16250,17850,31535,,92,Ford,Ranger 2.2 TDCi Doppelkabine (2AB)
,11650,12700,28440,,,,,92,Ford,Ranger 2.2 TDCi Doppelkabine XL 4x2 (2AB)
,,,,16750,18400,31767,,96,Ford,Ranger 2.2 TDCi Doppelkabine 4x4 (2AB)
,,,,17950,19750,33677,,118,Ford,Ranger 2.2 TDCi Doppelkabine XL 4x4 (2AB)
,,,,21400,23500,41353,,147,Ford,Ranger 3.2 TDCi Doppelkabine Limited 4x4 (2AB)
9475,10600,12200,30050,,,,,118,Ford,S-MAX 1.6 EcoBoost Start/Stopp Trend (I)
10750,12000,13800,15450,17500,33700,,,149,Ford,S-MAX 2.0 EcoBoost Titanium (I)
11450,12800,14700,16500,18650,35950,,,176,Ford,S-MAX 2.0 EcoBoost Titanium (I)
8525,9500,11000,12450,13950,31500,,,85,Ford,S-MAX 1.6 TDCi Start/Stopp Trend (I)
8775,9775,11300,12800,14350,32550,,,103,Ford,S-MAX 2.0 TDCi Trend (I)
9550,10650,12300,13950,15650,33550,,,120,Ford,S-MAX 2.0 TDCi Trend (I)
10450,11650,13450,15250,17250,36650,,,147,Ford,S-MAX 2.2 TDCi Titanium (I)
,,,,17050,19100,21400,30800,118,Ford,S-MAX 1.5 EcoBoost Start/Stopp Trend (II)
,,,,19150,21450,34150,,177,Ford,S-MAX 2.0 EcoBoost Start/Stopp Trend Automatik (II)
,,,,15900,17800,19950,31950,88,Ford,S-MAX 2.0 TDCi Start/Stopp Trend (II)
,,,,18550,20550,23000,38200,110,Ford,S-MAX 2.0 TDCi Start/Stopp Business Allrad (II)
,,,,16150,17700,19850,33450,110,Ford,S-MAX 2.0 TDCi Start/Stopp Trend (II)
,,,,20500,22950,25700,41900,132,Ford,"Powershift (II)"""
,,,,17050,19100,21400,34950,132,Ford,S-MAX 2.0 TDCi Start/Stopp Trend (II)
,,,,20700,23400,26250,42350,154,Ford,"Powershift (II)"""
,,7550,8525,9550,18880,,,74,Ford,"(PJ2)"""
,,10150,11450,12850,25355,,,110,Ford,"(PJ2)"""
,,9375,10600,11850,23455,,,110,Ford,Tourneo Connect 1.6 EcoBoost Trend Automatik (PJ2)
,,,,11500,12850,13950,23877,55,Ford,Grand Tourneo Connect 1.5 TDCi Ambiente (PJ2)
,,8425,9550,10700,21180,,,55,Ford,Grand Tourneo Connect 1.6 TDCi Ambiente (PJ2)
,,7675,8675,9725,19280,,,55,Ford,Tourneo Connect 1.5 TDCi Ambiente (PJ2)
,,9000,10150,11400,22370,,,70,Ford,Grand Tourneo Connect 1.6 TDCi Ambiente (PJ2)
,,8325,9400,10550,20470,,,70,Ford,Tourneo Connect 1.6 TDCi Ambiente (PJ2)
,,,,11900,13350,14950,24770,74,Ford,Grand Tourneo Connect 1.5 TDCi Ambiente (PJ2)
,,,,11500,12900,14400,23465,74,Ford,Tourneo Connect 1.5 TDCi Ambiente (PJ2)
,,10000,11300,12650,25120,,,85,Ford,Grand Tourneo Connect 1.6 TDCi Trend (PJ2)
,,9250,10450,11700,23220,,,85,Ford,Tourneo Connect 1.6 TDCi Trend (PJ2)
,,,,13050,14600,16400,27817,88,Ford,"(PJ2)"""
,,,,12500,14000,15700,25917,88,Ford,Tourneo Connect 1.5 TDCi Start/Stopp Trend (PJ2)
,,,8000,8950,15150,,,74,Ford,Tourneo Courier 1.0 EcoBoost Ambiente (JU2)
,,,7350,8225,16100,,,55,Ford,Tourneo Courier 1.5 TDCi Ambiente (JU2)
,,,8275,9275,16900,,,70,Ford,Tourneo Courier 1.6 TDCi Ambiente (JU2)
,12700,14300,15750,17700,19900,38675,,74,Ford,Tourneo Custom 300L1 2.2 TDCi Trend (FAC/FAD)
,13050,14650,16150,18150,20350,39627,,74,Ford,Tourneo Custom 300L2 2.2 TDCi Trend (FAC/FAD)
,,,,18050,20250,22050,39508,77,Ford,Tourneo Custom 310L1 2.0 TDCi Trend (FAC/FAD)
,,,,18500,20750,22600,40460,77,Ford,Tourneo Custom 310L2 2.0 TDCi Trend (FAC/FAD)
,13300,15000,16500,18500,20800,40460,,92,Ford,Tourneo Custom 300L1 2.2 TDCi Trend (FAC/FAD)
,13650,15350,16900,18950,21250,41412,,92,Ford,Tourneo Custom 300L2 2.2 TDCi Trend (FAC/FAD)
,,,,19000,21350,23250,41591,96,Ford,Tourneo Custom 310L1 2.0 TDCi Trend (FAC/FAD)
,,,,19450,21850,23800,42543,96,Ford,Tourneo Custom 310L2 2.0 TDCi Trend (FAC/FAD)
,14000,15750,17350,19450,21850,42483,,114,Ford,Tourneo Custom 300L1 2.2 TDCi Trend (FAC/FAD)
,14300,16100,17750,19900,22300,43435,,114,Ford,Tourneo Custom 300L2 2.2 TDCi Trend (FAC/FAD)
,,,,,,27850,49861,125,Ford,Tourneo Custom 290L1 2.0 TDCi Sport (FAC/FAD)
,,,,20200,22650,24700,44209,125,Ford,Tourneo Custom 310L1 2.0 TDCi Trend (FAC/FAD)
,,,,20650,23150,25200,45161,125,Ford,Tourneo Custom 310L2 2.0 TDCi Trend (FAC/FAD)
,,,14400,16150,18050,37188,,74,Ford,Transit Kombi 310 L2 2.2 TDCi FWD (FAC/FAD)
,,,14750,16500,18500,38021,,74,Ford,Transit Kombi 310 L3 2.2 TDCi FWD (FAC/FAD)
,,,14900,16700,18700,38437,,74,Ford,Transit Kombi 330 L2 2.2 TDCi FWD (FAC/FAD)
,,,15050,16900,18900,38913,,74,Ford,Transit Kombi 350 L2 2.2 TDCi FWD (FAC/FAD)
,,,15300,17150,19200,39508,,74,Ford,Transit Kombi 350 L2 2.2 TDCi RWD (FAC/FAD)
,,,15400,17250,19300,39746,,74,Ford,Transit Kombi 350 L3 2.2 TDCi FWD (FAC/FAD)
,,,15650,17500,19600,40341,,74,Ford,Transit Kombi 350 L3 2.2 TDCi RWD (FAC/FAD)
,,,,,18650,20900,38378,77,Ford,Transit Kombi 310 L2 2.0 TDCi FWD (FAC/FAD)
,,,,,19050,21350,39211,77,Ford,Transit Kombi 310 L3 2.0 TDCi FWD (FAC/FAD)
8800,10800,13200,15350,40043,,,,92,Ford,"(FZE6)"""
,,,15050,16900,18900,38913,,92,Ford,Transit Kombi 310 L2 2.2 TDCi FWD (FAC/FAD)
,,,15400,17250,19300,39746,,92,Ford,Transit Kombi 310 L3 2.2 TDCi FWD (FAC/FAD)
,,,15550,17400,19500,40163,,92,Ford,Transit Kombi 330 L2 2.2 TDCi FWD (FAC/FAD)
,,,18300,20500,22950,47184,,92,Ford,Transit Kombi 350 L2 2.2 TDCi AWD (FAC/FAD)
,,,15750,17650,19750,40639,,92,Ford,Transit Kombi 350 L2 2.2 TDCi FWD (FAC/FAD)
,,,15950,17900,20050,41234,,92,Ford,Transit Kombi 350 L2 2.2 TDCi RWD (FAC/FAD)
,,,18600,20850,23350,48017,,92,Ford,Transit Kombi 350 L3 2.2 TDCi AWD (FAC/FAD)
,,,16050,18000,20150,41472,,92,Ford,Transit Kombi 350 L3 2.2 TDCi FWD (FAC/FAD)
,,,16300,18250,20450,42067,,92,Ford,Transit Kombi 350 L3 2.2 TDCi RWD (FAC/FAD)
,,,19800,22150,24850,51111,,92,Ford,Transit Kombi 350 L4 2.2 TDCi Trend AWD (FAC/FAD)
,,,17500,19600,21950,45161,,92,Ford,Transit Kombi 350 L4 2.2 TDCi Trend RWD (FAC/FAD)
,,,,,20800,23300,42781,96,Ford,Transit Kombi 310 L2 2.0 TDCi FWD (FAC/FAD)
,,,,,20050,22450,41234,96,Ford,Transit Kombi 310 L3 2.0 TDCi FWD (FAC/FAD)
,,,,,20250,22650,41650,96,Ford,Transit Kombi 330 L2 2.0 TDCi FWD (FAC/FAD)
9050,11050,13550,15750,41093,,,,103,Ford,Transit Euroline FT 300 2.2 TDCi kurz (5-Sitzer) (FZE6)
,,,,,21500,24100,44268,125,Ford,Transit Kombi 310 L2 2.0 TDCi Trend FWD (FAC/FAD)
,,,,,21500,24100,44268,125,Ford,Transit Kombi 310 L3 2.0 TDCi Trend FWD (FAC/FAD)
16200,17450,18950,20600,47743,,,,92,Ford,Transit Nugget FT 300K 2.2 TDCi Aufstelldach (FBE6)
16550,17800,19350,21050,48793,,,,103,Ford,Transit Nugget FT 300K 2.2 TDCi Aufstelldach (FBE6)
,10400,11450,13100,14700,16150,33796,,74,Ford,Transit Custom Kombi 300L1 2.2 TDCi
,10700,11800,13500,15100,16600,34748,,74,Ford,Transit Custom Kombi 300L2 2.2 TDCi
,10650,11700,13400,15000,16500,34510,,74,Ford,Transit Custom Kombi 310L1 2.2 TDCi
,10950,12050,13750,15450,16950,35462,,74,Ford,Transit Custom Kombi 310L2 2.2 TDCi
,,,,15600,17150,18850,35879,77,Ford,Transit Custom Kombi 310L1 2.0 TDCi
,,,,16000,17600,19350,36831,77,Ford,Transit Custom Kombi 310L2 2.0 TDCi
,11000,12100,13850,15500,17000,35581,,92,Ford,Transit Custom Kombi 300L1 2.2 TDCi
,11300,12400,14200,15900,17450,36533,,92,Ford,Transit Custom Kombi 300L2 2.2 TDCi
,11200,12350,14100,15800,17350,36295,,92,Ford,Transit Custom Kombi 310L1 2.2 TDCi
,11500,12650,14500,16200,17800,37247,,92,Ford,Transit Custom Kombi 310L2 2.2 TDCi
,11450,12600,14400,16100,17700,37009,,92,Ford,Transit Custom Kombi 330L1 2.2 TDCi
,11750,12900,14750,16500,18150,37961,,92,Ford,Transit Custom Kombi 330L2 2.2 TDCi
,,,,16500,18150,19950,37961,96,Ford,Transit Custom Kombi 310L1 2.0 TDCi
,,,,16950,18600,20450,38913,96,Ford,Transit Custom Kombi 310L2 2.0 TDCi
,,,,17850,19600,21550,40996,96,Ford,"(FAC/FAD)"""
,,,,17250,18950,20850,39627,96,Ford,Transit Custom Kombi 340L2 2.0 TDCi
,11650,12800,14600,16350,18000,37604,,114,Ford,Transit Custom Kombi 300L1 2.2 TDCi
,11950,13100,15000,16800,18450,38556,,114,Ford,Transit Custom Kombi 300L2 2.2 TDCi
,11850,13050,14900,16700,18300,38318,,114,Ford,Transit Custom Kombi 310L1 2.2 TDCi
,12150,13350,15250,17100,18800,39270,,114,Ford,Transit Custom Kombi 310L2 2.2 TDCi
,12100,13300,15200,17000,18650,39032,,114,Ford,Transit Custom Kombi 330L1 2.2 TDCi
,12400,13600,15550,17400,19100,39984,,114,Ford,Transit Custom Kombi 330L2 2.2 TDCi
,,,,18650,20500,22550,42900,125,Ford,"(FAC/FAD)"""
,,,,19050,20950,23050,43852,125,Ford,"(FAC/FAD)"""
,,,,18950,20850,22900,43614,125,Ford,"(FAC/FAD)"""
,,,,18400,20200,22200,42245,125,Ford,Transit Custom Kombi 340L2 2.0 TDCi
8525,9525,25850,,,,,,115,Honda,"""Accord 2.0 Elegance """"50 Jahre"""" Edition (VIII)"""
9200,10300,11850,13300,14900,29450,,,148,Honda,Accord 2.4 S (VIII)
8500,9525,11000,12450,13950,29490,,,110,Honda,Accord 2.2 i-DTEC S (VIII)
8975,10050,11600,13150,14750,31190,,,132,Honda,Accord 2.2 i-DTEC 180 S (VIII)
9700,10850,26950,,,,,,115,Honda,"""Accord Tourer 2.0 Elegance """"50 Jahre"""" Edition (VIII)"""
9450,10550,12150,13600,15250,30750,,,148,Honda,Accord Tourer 2.4 S (VIII)
8850,9900,11450,12950,14550,30790,,,110,Honda,Accord Tourer 2.2 i-DTEC S (VIII)
9625,10750,12400,14050,15750,32490,,,132,Honda,Accord Tourer 2.2 i-DTEC 180 S (VIII)
,6325,6975,14500,,,,,73,Honda,"""Civic 1.4 S """"40 Jahre"""" Edition (IX)"""
,,,,8725,9400,10550,16990,73,Honda,Civic 1.4 S (IX)
,7200,7850,16500,,,,,104,Honda,"""Civic 1.8 S """"40 Jahre"""" Edition (IX)"""
,,,,9775,10750,11800,19690,104,Honda,Civic 1.8 S (IX)
,,,,21000,23100,25900,35350,228,Honda,Civic Type R (IX)
,,8000,8850,9850,20690,,,88,Honda,Civic 1.6 i-DTEC S (IX)
,6950,7875,19500,,,,,110,Honda,"""Civic 2.2 i-DTEC S """"40 Jahre"""" Edition (IX)"""
,7525,8150,8725,16990,,,,104,Honda,Civic Limousine 1.8 Comfort (IX)
,,9675,10600,11400,22840,,,104,Honda,Civic Tourer 1.8 Comfort (IX)
,,,,12500,13650,15300,24590,104,Honda,Civic Tourer 1.8 Comfort (IX)
,,8350,9225,10150,21790,,,88,Honda,Civic Tourer 1.6 i-DTEC S (IX)
,,,,10250,21890,,,88,Honda,Civic Tourer 1.6 i-DTEC S (IX)
,,,,,,12950,19990,95,Honda,Civic 1.0 Turbo S (X)
,,,,,,18150,27990,134,Honda,Civic 1.5 Turbo Sport (X)
,,,,,,26650,36490,235,Honda,Civic Type R (X)
,,,,,,16600,25590,134,Honda,Civic Limousine 1.5 Turbo Comfort (X)
10900,12050,26950,,,,,,110,Honda,CR-V 2.0 S (III)
9725,10700,30500,,,,,,110,Honda,CR-V 2.2 i-DTEC Comfort (III)
,8950,10500,11400,13000,23490,,,114,Honda,CR-V 2.0 S 2WD (IV)
,9725,11400,12550,14300,25490,,,114,Honda,CR-V 2.0 S 4WD (IV)
,,,,13100,14700,16450,23990,114,Honda,CR-V 2.0 S 2WD (IV)
,,,,14400,16100,18050,25990,114,Honda,CR-V 2.0 S 4WD (IV)
,,11500,12750,14550,26255,,,88,Honda,CR-V 1.6 i-DTEC Comfort 2WD (IV)
,,,,14650,16400,18350,27790,88,Honda,CR-V 1.6 i-DTEC Comfort 2WD (IV)
,10500,12300,13950,15900,29590,,,110,Honda,CR-V 2.2 i-DTEC Comfort 4WD (IV)
,,,,17500,19600,21950,33890,118,Honda,CR-V 1.6 i-DTEC Elegance 4WD (IV)
6775,7575,8325,21990,,,,,101,Honda,CR-Z 1.5 Hybrid S (ZF1)
,,,,12550,14050,15750,20690,96,Honda,HR-V 1.5 i-VTEC Comfort (II)
,,,,12900,14450,16200,23390,88,Honda,HR-V 1.6 i-DTEC Comfort (II)
6425,7075,19990,,,,,,72,Honda,Insight 1.3 Hybrid CVT-Automatik (II)
,7875,8725,20490,,,,,72,Honda,Insight 1.3 Hybrid S CVT-Automatik (II)
4850,5350,6150,6875,7700,12990,,,66,Honda,Jazz 1.2 S (II)
6800,7575,18900,,,,,,72,Honda,Jazz 1.3 Hybrid Comfort CVT (II)
5500,6125,7025,7850,8800,15290,,,73,Honda,Jazz 1.4 S (II)
,,,,9575,10750,12000,16640,75,Honda,Jazz 1.3 i-VTEC Trend (III)
,,,,,,12250,16640,75,Honda,Jazz 1.3 i-VTEC Trend (III)
,,,,,,13900,19990,96,Honda,Jazz 1.5 i-VTEC Dynamic (III)
,,,,,134150,,160450,427,Honda,NSX
9425,10400,29990,,,,,,157,Hyundai,Genesis Coupé 2.0 T (BK)
,11950,13300,15150,33490,,,,202,Hyundai,Genesis Coupé 2.0 T (BK)
10650,11750,34990,,,,,,223,Hyundai,Genesis Coupé 3.8 V6 (BK)
,14100,15650,17850,39600,,,,255,Hyundai,Genesis Coupé 3.8 V6 (BK)
,,,28050,31450,35200,65500,,232,Hyundai,Genesis 3.8 V6 GDI Automatik (DH)
9125,10850,12250,13400,15200,16700,30226,,85,Hyundai,H-1 Travel 2.5 CRDi Classic (TQ)
,,4525,5325,5850,9950,,,49,Hyundai,i10 1.0 (IA)
,,,,5875,6575,10190,,49,Hyundai,i10 1.0 blue
,,,,,6325,7100,9990,49,Hyundai,i10 1.0 (IA)
,,,,,6525,7300,10290,49,Hyundai,i10 1.0 blue
,,5450,6325,7100,12120,,,64,Hyundai,i10 1.2 Trend (IA)
,,,,,8275,9250,12760,64,Hyundai,i10 1.2 Trend (IA)
,,,,6250,6900,11440,,49,Hyundai,i10 1.0 LPG (IA)
3275,3675,8740,,,,,,51,Hyundai,i10 1.1 Edition 20 (PA)
4325,4850,5425,6075,6800,12390,,,63,Hyundai,i10 1.2 Style (PA)
,,,,8825,9875,16350,,74,Hyundai,i20 Coupe 1.4 Trend (GB)
,,,,,11200,12500,18200,88,Hyundai,i20 Coupe 1.0 T-GDI Trend (GB)
,,,,9525,10650,11950,18750,66,Hyundai,i20 Coupe 1.4 CRDi Trend (GB)
,,,,,6100,9990,,55,Hyundai,i20 1.2 GO (GB)
,,,7075,7875,8825,10100,14550,62,Hyundai,i20 1.2 Classic (GB)
,,,,9225,10350,11550,17400,74,Hyundai,i20 Active 1.0 T-GDI blue Classic (GB)
,,,,,,12100,18000,74,Hyundai,i20 Active 1.4 Passion (GB)
,,,,8775,9825,15450,,74,Hyundai,i20 1.4 YES! Silver (GB)
,,,,11750,13150,14750,22000,88,Hyundai,i20 Active 1.0 T-GDI blue Style (GB)
,,,,,8550,9575,14860,55,Hyundai,i20 1.1 CRDi (GB)
,,,7050,7800,8725,9775,15060,55,Hyundai,i20 1.1 CRDi blue (GB)
,,,,10350,11550,12950,20300,66,Hyundai,i20 Active 1.4 CRDi Trend (GB)
,,,,8950,10050,11250,17300,66,Hyundai,i20 1.4 CRDi blue Classic (GB)
,,,,,9875,11050,17100,66,Hyundai,i20 1.4 CRDi Classic (GB)
,4825,5400,6075,6800,11650,,,63,Hyundai,i20 1.2 Classic (PB)
,6150,6900,7775,8700,15420,,,74,Hyundai,i20 1.4 Trend Automatik (PB)
,5475,6200,7025,7900,15950,,,55,Hyundai,i20 1.1 CRDi blue Trend (PB)
4925,5550,16520,,,,,,66,Hyundai,i20 1.4 CRDi blue Comfort (PB)
4175,4700,13950,,,,,,66,Hyundai,i20 1.4 CRDi Classic (PB)
6225,6825,16960,,,,,,93,Hyundai,i30 1.6 blue Classic (FD/FDH)
6025,6625,16690,,,,,,93,Hyundai,i30 1.6 Classic (FD/FDH)
6775,7450,18160,,,,,,93,Hyundai,i30cw 1.6 blue Classic (FD/FDH)
6575,7225,17890,,,,,,93,Hyundai,i30cw 1.6 Classic (FD/FDH)
4625,5150,15540,,,,,,66,Hyundai,i30cw 1.6 CRDi FIFA WM Edition 2011 (FD/FDH)
,,7325,7975,8400,15690,,,73,Hyundai,i30 Coupe 1.4 Classic (GD/GDH)
,,,,,9700,10850,16430,74,Hyundai,i30 Coupe 1.4 Classic (GD/GDH)
,,9050,9725,10400,20000,,,99,Hyundai,i30 Coupe 1.6 GDI Design (GD/GDH)
