,model,kw,mark,new,2018,2017,2016,2015,2014,2013,2012
298,A4 allroad 2.0 TFSI quattro (B8),165,Audi,42650,,,23550,21000,18750,17600,
299,A4 Avant 2.0 TFSI Attraction (B8),165,Audi,39450,,,,18950,16900,14350,
300,A4 Avant 2.0 TFSI Attraction quattro (B8),165,Audi,41800,,,,19300,17250,15200,
301,A4 Avant 3.0 TFSI Attraction quattro S tronic (B8),200,Audi,46600,,,,,21050,19700,16100
302,A4 Avant 2.0 TDI Attraction (B8),88,Audi,33000,,,,12950,11700,10200,9375
303,A4 Avant 2.0 TDI 116g Attraction (B8),100,Audi,34250,,,,,12600,11000,9525
304,A4 Avant 2.0 TDI ultra Attraction (B8),100,Audi,36200,,,,13950,12350,,
305,A4 allroad 2.0 TDI quattro (B8),105,Audi,38000,,,,,,14450,12550
306,A4 Avant 2.0 TDI Attraction (B8),105,Audi,33900,,,,,,10800,9375
307,A4 Avant 2.0 TDI Attraction quattro (B8),105,Audi,36250,,,,,,11600,10050
308,A4 allroad 2.0 TDI quattro (B8),110,Audi,39200,,,,18250,16150,14450,
309,A4 Avant 2.0 TDI Attraction (B8),110,Audi,35100,,,,13900,12250,10700,
310,A4 Avant 2.0 TDI Attraction quattro (B8),110,Audi,37450,,,,14850,13100,11450,
311,A4 Avant 2.0 TDI 120g Attraction (B8),120,Audi,36350,,,,,,11700,10150
312,A4 Avant 2.0 TDI ultra Attraction (B8),120,Audi,37600,,,,15350,13550,,
313,A4 allroad 2.0 TDI quattro (B8),130,Audi,41300,,,,18250,16450,15050,13050
314,A4 Avant 2.0 TDI Attraction (B8),130,Audi,37200,,,,14050,12900,11250,9750
315,A4 Avant 2.0 TDI Attraction quattro (B8),130,Audi,39550,,,,14950,13750,12000,10400
316,A4 allroad 2.0 TDI quattro (B8),140,Audi,41900,,,19900,17750,16150,,
317,A4 Avant 2.0 TDI Attraction (B8),140,Audi,38700,,,,14900,13150,,
318,A4 Avant 2.0 TDI Attraction quattro (B8),140,Audi,41050,,,,15850,14000,,
319,A4 Avant 3.0 TDI Attraction (B8),150,Audi,40000,,,,15600,14600,12750,11050
320,A4 allroad 3.0 TDI quattro S tronic (B8),180,Audi,49950,,,,22450,19650,17550,15850
321,A4 Avant 3.0 TDI Attraction quattro (B8),180,Audi,46000,,,,19100,16900,14750,12800
322,A4 1.4 TFSI  (B9),110,Audi,32400,21700,19550,17100,15450,,,
323,A4 35 TFSI  (B9),110,Audi,32700,21500,,,,,,
324,A4 2.0 TFSI ultra  (B9),140,Audi,42150,24450,20050,18050,16150,,,
325,A4 40 TFSI  (B9),140,Audi,36800,24550,,,,,,
326,A4 2.0 TFSI quattro (B9),185,Audi,43850,28750,25650,24350,21750,,,
327,A4 2.0 TDI  (B9),90,Audi,37700,21650,17700,16500,,,,
328,A4 2.0 TDI  (B9),110,Audi,39100,21250,17900,16500,15000,,,
329,A4 2.0 TDI quattro (B9),110,Audi,39150,24100,21550,19200,,,,
330,A4 2.0 TDI ultra  (B9),110,Audi,37000,20250,18050,16650,15150,,,
331,A4 35 TDI S tronic (B9),110,Audi,39100,23000,,,,,,
332,A4 2.0 TDI quattro (B9),140,Audi,44500,25950,21900,19000,18300,,,
333,A4 2.0 TDI ultra  (B9),140,Audi,39100,24600,21350,19150,18450,,,
334,A4 40 TDI quattro S tronic (B9),140,Audi,44500,28250,,,,,,
335,A4 40 TDI S tronic (B9),140,Audi,42150,27250,,,,,,
336,A4 3.0 TDI quattro S tronic (B9),160,Audi,47200,28950,24850,22150,,,,
337,A4 3.0 TDI S tronic (B9),160,Audi,44850,28600,25500,22800,20350,,,
338,A4 3.0 TDI quattro tiptronic (B9),200,Audi,51850,33400,28400,24850,22650,,,
339,A4 30 TDI S tronic (B9),90,Audi,37700,22800,,,,,,
340,A4 Avant 1.4 TFSI  (B9),110,Audi,34250,21500,19400,18250,,,,
341,A4 Avant 35 TFSI  (B9),110,Audi,34550,24000,,,,,,
342,A4 Avant 2.0 TFSI ultra  (B9),140,Audi,41900,22900,19850,18450,,,,
343,A4 Avant 40 TFSI  (B9),140,Audi,38650,26950,,,,,,
344,A4 Allroad 2.0 TFSI quattro S tronic (B9),185,Audi,50100,33950,29700,27650,,,,
345,A4 Avant 2.0 TFSI quattro (B9),185,Audi,45750,29850,26100,24800,24750,,,
346,A4 Avant 2.0 TFSI S tronic (B9),185,Audi,45700,29350,26250,25550,,,,
347,A4 Avant 2.0 TDI  (B9),90,Audi,39550,23600,19300,18150,,,,
348,A4 Avant 30 TDI S tronic (B9),90,Audi,39550,24500,,,,,,
349,A4 Allroad 2.0 TDI quattro (B9),110,Audi,43050,26900,24050,21900,,,,
350,A4 Avant 2.0 TDI  (B9),110,Audi,40950,22400,18950,17400,16050,,,
351,A4 Avant 2.0 TDI quattro (B9),110,Audi,41000,25400,22700,20250,,,,
352,A4 Avant 2.0 TDI ultra  (B9),110,Audi,38850,21350,19100,17550,16150,,,
353,A4 Avant 35 TDI S tronic (B9),110,Audi,40950,26050,,,,,,
354,A4 Allroad 2.0 TDI quattro S tronic (B9),120,Audi,46100,30100,26050,24000,,,,
355,A4 Allroad 2.0 TDI quattro (B9),140,Audi,48400,30900,25550,23750,,,,
356,A4 Avant 2.0 TDI quattro (B9),140,Audi,46350,26250,21700,19350,19000,,,
357,A4 Avant 40 TDI quattro S tronic (B9),140,Audi,46350,30200,,,,,,
358,A4 Avant 40 TDI S tronic (B9),140,Audi,44000,30200,,,,,,
359,A4 Allroad 3.0 TDI quattro S tronic (B9),160,Audi,51100,32200,28750,26750,,,,
360,A4 Avant 3.0 TDI quattro S tronic (B9),160,Audi,49050,31050,26650,23800,,,,
361,A4 Avant 3.0 TDI S tronic (B9),160,Audi,46700,29550,26350,23550,21000,,,
362,A4 Allroad 3.0 TDI quattro tiptronic (B9),200,Audi,55750,34800,30150,28850,,,,
363,A4 Avant 3.0 TDI quattro tiptronic (B9),200,Audi,53700,33450,28400,26700,25050,,,
364,A4 Avant g-tron  (B9),125,Audi,40300,27250,24550,,,,,
365,RS4 Avant S tronic (B8),331,Audi,77900,,,,41450,37000,33400,30750
366,RS4 Avant tiptronic (B9),331,Audi,80700,62650,55950,,,,,
367,S4 S tronic (B8),245,Audi,55550,,,,,26350,23750,20600
368,S4 Avant S tronic (B8),245,Audi,57200,,,,,28150,25300,21950
369,S4 tiptronic (B9),260,Audi,60600,41800,37300,32650,,,,
370,S4 Avant tiptronic (B9),260,Audi,62450,43150,38150,34100,,,,
371,A5 Cabriolet 1.8 TFSI  (8F),125,Audi,39250,,,,,,15900,14450
372,A5 Cabriolet 1.8 TFSI  (8F),130,Audi,40750,,,21250,19200,,,
373,A5 Cabriolet 2.0 TFSI  (8F),155,Audi,44250,,,,,,16500,15000
374,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),155,Audi,48800,,,,,,18150,16500
375,A5 Cabriolet 2.0 TFSI  (8F),165,Audi,45500,,,,21000,18750,17150,
376,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),165,Audi,50050,,,,22950,20550,18850,
377,A5 Cabriolet 2.0 TFSI  (8F),169,Audi,45900,,,23900,21350,,,
378,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),169,Audi,50450,,,26100,23300,,,
379,A5 Cabriolet 3.0 TFSI quattro S tronic (8F),200,Audi,53900,,,,,22550,20050,18150
380,A5 Cabriolet 2.0 TDI  (8F),105,Audi,41050,,,,,,14450,13250
381,A5 Cabriolet 2.0 TDI  (8F),110,Audi,42050,,,,18050,15950,14650,
382,A5 Cabriolet 2.0 TDI  (8F),130,Audi,43750,,,,18650,16450,14750,13400
383,A5 Cabriolet 2.0 TDI quattro (8F),130,Audi,46100,,,,19800,17500,15700,14250
384,A5 Cabriolet 2.0 TDI  (8F),140,Audi,44750,,,20750,19100,16800,,
385,A5 Cabriolet 2.0 TDI quattro (8F),140,Audi,47100,,,22050,20300,17850,,
386,A5 Cabriolet 3.0 TDI multitronic (8F),150,Audi,49550,,,,20500,18700,16550,15350
387,A5 Cabriolet 3.0 TDI quattro S tronic (8F),160,Audi,52300,,,24350,22200,,,
388,A5 Cabriolet 3.0 TDI quattro S tronic (8F),180,Audi,55950,,,,22850,20550,18350,16850
389,A5 Sportback 1.8 TFSI  (8T),106,Audi,33150,,,17800,16250,14900,,
390,A5 Sportback 1.8 TFSI  (8T),125,Audi,33850,,,,,,14400,12650
391,A5 Sportback 1.8 TFSI  (8T),130,Audi,35250,,,18850,17300,,,
392,A5 Sportback 2.0 TFSI  (8T),155,Audi,38850,,,,,,15950,14400
393,A5 Sportback 2.0 TFSI quattro (8T),155,Audi,41200,,,,,,16800,15150
394,A5 Sportback 2.0 TFSI  (8T),165,Audi,40000,,,,19700,18150,16400,
395,A5 Sportback 2.0 TFSI quattro (8T),165,Audi,42350,,,,20850,19200,17300,
396,A5 Sportback 2.0 TFSI  (8T),169,Audi,40400,,,21950,20350,,,
397,A5 Sportback 2.0 TFSI quattro (8T),169,Audi,42750,,,23200,21500,,,
398,A5 Sportback 3.0 TFSI quattro S tronic (8T),200,Audi,48500,,,,,21450,19200,17150
399,A5 Sportback 2.0 TDI  (8T),100,Audi,34150,,,,15850,14450,13050,
400,A5 Sportback 2.0 TDI ultra  (8T),100,Audi,35350,,,17200,15850,14450,,
401,A5 Sportback 2.0 TDI  (8T),105,Audi,35650,,,,,,13250,12250
402,A5 Sportback 2.0 TDI  (8T),110,Audi,36550,,,,16300,14800,13400,
403,A5 Sportback 2.0 TDI ultra  (8T),120,Audi,39050,,,19150,17650,16400,,
404,A5 Sportback 2.0 TDI  (8T),130,Audi,38250,,,,17600,15700,14500,12700
405,A5 Sportback 2.0 TDI quattro (8T),130,Audi,40600,,,,18650,16650,15350,13450
406,A5 Sportback 2.0 TDI  (8T),140,Audi,38850,,,,18050,16500,,
407,A5 Sportback 2.0 TDI quattro (8T),140,Audi,41200,,,,19150,17450,,
408,A5 Sportback 3.0 TDI  (8T),150,Audi,41850,,,,19350,17700,15650,13700
409,A5 Sportback 3.0 TDI quattro S tronic (8T),160,Audi,46800,,,23150,21100,,,
410,A5 Sportback 3.0 TDI quattro (8T),180,Audi,48250,,,,20150,18350,16250,14700
411,A5 Coupé 1.8 TFSI  (8T),125,Audi,34650,,,,,,13950,12950
412,A5 Coupé 1.8 TFSI  (8T),130,Audi,36050,,,19800,17500,,,
413,A5 Coupé 2.0 TFSI  (8T),155,Audi,39650,,,,,,15250,13950
414,A5 Coupé 2.0 TFSI quattro (8T),155,Audi,42000,,,,,,16150,14800
415,A5 Coupé 2.0 TFSI  (8T),165,Audi,40800,,,,19400,17250,15750,
416,A5 Coupé 2.0 TFSI quattro (8T),165,Audi,43150,,,,20500,18250,16700,
417,A5 Coupé 2.0 TFSI  (8T),169,Audi,41200,,,21500,19600,,,
418,A5 Coupé 2.0 TFSI quattro (8T),169,Audi,43550,,,22750,20700,,,
419,A5 Coupé 3.0 TFSI quattro S tronic (8T),200,Audi,49300,,,,,21100,19050,17200
420,A5 Coupé 2.0 TDI ultra  (8T),120,Audi,39850,,,20050,17900,15900,,
421,A5 Coupé 2.0 TDI  (8T),130,Audi,39050,,,,17350,15050,13650,12350
422,A5 Coupé 2.0 TDI quattro (8T),130,Audi,41400,,,,18250,15850,14300,13000
423,A5 Coupé 2.0 TDI  (8T),140,Audi,39650,,,,17850,16100,,
424,A5 Coupé 2.0 TDI quattro (8T),140,Audi,42000,,,,18800,16950,,
425,A5 Coupé 3.0 TDI  (8T),150,Audi,42650,,,,19450,17200,15400,13650
426,A5 Coupé 3.0 TDI quattro S tronic (8T),160,Audi,47600,,,23300,21250,,,
427,A5 Coupé 3.0 TDI quattro (8T),180,Audi,49050,,,,20500,18300,16650,15100
428,A5 Sportback 35 TFSI S tronic (F5),110,Audi,39000,24950,,,,,,
429,A5 Sportback 2.0 TFSI  (F5),140,Audi,43950,27700,23750,21750,,,,
430,A5 Sportback 40 TFSI  (F5),140,Audi,41700,25200,,,,,,
431,A5 Sportback 2.0 TFSI quattro (F5),185,Audi,46600,30750,28650,27300,,,,
432,A5 Sportback 2.0 TFSI S tronic (F5),185,Audi,46550,30750,28650,25950,,,,
433,A5 Sportback 2.0 TDI  (F5),110,Audi,41400,26550,22300,,,,,
434,A5 Sportback 2.0 TDI quattro (F5),110,Audi,41450,26550,23650,,,,,
435,A5 Sportback 35 TDI S tronic (F5),110,Audi,41400,26550,,,,,,
436,A5 Sportback 2.0 TDI quattro (F5),140,Audi,46300,29200,25100,24250,,,,
437,A5 Sportback 2.0 TDI ultra  (F5),140,Audi,44150,27850,23950,22150,,,,
438,A5 Sportback 40 TDI quattro S tronic (F5),140,Audi,47100,29350,,,,,,
439,A5 Sportback 40 TDI S tronic (F5),140,Audi,44750,27850,,,,,,
440,A5 Sportback 3.0 TDI quattro S tronic (F5),160,Audi,49900,34050,29300,26150,,,,
441,A5 Sportback 3.0 TDI S tronic (F5),160,Audi,47550,32450,27900,,,,,
442,A5 Sportback 3.0 TDI quattro tiptronic (F5),200,Audi,54000,,30750,,,,,
443,A5 Sportback 3.0 TDI quattro tiptronic (F5),210,Audi,54550,36750,31200,,,,,
444,A5 Sportback g-tron  (F5),125,Audi,40800,27150,25100,,,,,
445,A5 Coupé 35 TFSI S tronic (F5),110,Audi,39000,23850,,,,,,
446,A5 Coupé 2.0 TFSI  (F5),140,Audi,43950,25600,23750,21650,,,,
447,A5 Coupé 40 TFSI  (F5),140,Audi,41700,24200,,,,,,
448,A5 Coupé 2.0 TFSI quattro (F5),185,Audi,46600,29450,27300,25200,,,,
449,A5 Coupé 2.0 TFSI S tronic (F5),185,Audi,46550,29450,27250,25200,,,,
450,A5 Coupé 2.0 TDI  (F5),110,Audi,41400,25650,21950,,,,,
451,A5 Coupé 35 TDI S tronic (F5),110,Audi,41400,25650,,,,,,
452,A5 Coupé 2.0 TDI quattro (F5),140,Audi,46300,27000,25100,22900,,,,
453,A5 Coupé 2.0 TDI ultra  (F5),140,Audi,44150,25750,24000,21900,,,,
454,A5 Coupé 40 TDI quattro S tronic (F5),140,Audi,47100,27150,,,,,,
455,A5 Coupé 40 TDI S tronic (F5),140,Audi,44750,25750,,,,,,
456,A5 Coupé 3.0 TDI quattro S tronic (F5),160,Audi,49900,30800,28100,24850,,,,
457,A5 Coupé 3.0 TDI S tronic (F5),160,Audi,47550,29350,26750,23650,,,,
458,A5 Coupé 3.0 TDI quattro tiptronic (F5),200,Audi,54000,,30700,,,,,
459,A5 Coupé 3.0 TDI quattro tiptronic (F5),210,Audi,54550,35650,31150,,,,,
460,A5 Cabriolet 2.0 TFSI  (F5),140,Audi,50150,31300,28650,26100,,,,
461,A5 Cabriolet 40 TFSI  (F5),140,Audi,47900,28550,,,,,,
462,A5 Cabriolet 2.0 TFSI quattro S tronic (F5),185,Audi,55100,35050,32400,29350,,,,
463,A5 Cabriolet 2.0 TDI  (F5),110,Audi,47600,28650,26100,,,,,
464,A5 Cabriolet 35 TDI S tronic (F5),110,Audi,47600,28800,,,,,,
465,A5 Cabriolet 2.0 TDI quattro S tronic (F5),140,Audi,52500,32800,30000,,,,,
466,A5 Cabriolet 40 TDI quattro S tronic (F5),140,Audi,53300,32950,,,,,,
467,A5 Cabriolet 40 TDI S tronic (F5),140,Audi,50950,31450,,,,,,
468,A5 Cabriolet 3.0 TDI quattro S tronic (F5),160,Audi,56100,35750,31900,28800,,,,
469,A5 Cabriolet 3.0 TDI S tronic (F5),160,Audi,53750,34250,30550,,,,,
470,A5 Cabriolet 3.0 TDI quattro tiptronic (F5),210,Audi,60750,38150,35100,,,,,
471,RS5 Cabriolet S tronic (8F),331,Audi,89900,,,,41350,38050,35000,32000
472,RS5 Coupé S tronic (8T),331,Audi,79900,,,,39600,35350,31550,28250
473,RS5 Coupé tiptronic (F5),331,Audi,82700,57200,52600,,,,,
474,S5 Cabriolet S tronic (8F),245,Audi,63600,,,,,26850,24450,21950
475,S5 Sportback S tronic (8T),245,Audi,58200,,,,,25550,23450,20800
476,S5 Coupé S tronic (8T),245,Audi,59000,,,,,25900,23050,21100
477,S5 Sportback tiptronic (F5),260,Audi,63300,42200,38050,35050,,,,
478,S5 Coupé tiptronic (F5),260,Audi,63300,42200,38650,34350,,,,
479,S5 Cabriolet tiptronic (F5),260,Audi,68600,44950,41150,37100,,,,
480,A6 2.0 TFSI  (C7),132,Audi,37200,,,,,16400,14500,12950
481,A6 1.8 TFSI  (C7),140,Audi,39550,,,21300,19300,17450,,
482,A6 1.8 TFSI ultra S tronic (C7),140,Audi,42700,26500,24500,22550,20400,18500,,
483,A6 2.8 FSI  (C7),150,Audi,41050,,,,,16200,14200,12850
484,A6 2.8 FSI quattro S tronic  (C7),150,Audi,46050,,,,,18300,16050,14550
485,A6 2.0 TFSI quattro S tronic (C7),185,Audi,50200,31200,28050,25650,23100,,,
486,A6 2.0 TFSI S tronic (C7),185,Audi,46550,,,24200,21800,19650,,
487,A6 3.0 TFSI quattro S tronic  (C7),228,Audi,52850,,,,,21350,19800,16750
488,A6 3.0 TFSI quattro S tronic (C7),245,Audi,55450,,,28750,26200,23100,,
489,A6 2.0 TDI ultra  (C7),110,Audi,41150,23350,20850,18800,16750,14550,,
490,A6 2.0 TDI  (C7),130,Audi,39600,,,,,14350,12450,11350
491,A6 2.0 TDI ultra  (C7),140,Audi,39900,,,,,15000,,
492,A6 2.0 TDI quattro S tronic (C7),140,Audi,48250,27200,24400,22650,19900,,,
493,A6 2.0 TDI ultra  (C7),140,Audi,45500,24600,22050,20450,18000,15650,,
494,A6 3.0 TDI  (C7),150,Audi,44400,,,,,15450,13450,12100
495,A6 3.0 TDI quattro S tronic  (C7),150,Audi,49400,,,,,17150,15000,13550
496,A6 3.0 TDI quattro S tronic (C7),160,Audi,52900,29950,26350,24200,21300,19150,,
497,A6 3.0 TDI S tronic (C7),160,Audi,50150,28350,24900,22900,20150,18100,,
498,A6 3.0 TDI clean diesel quattro S tronic  (C7),180,Audi,53000,,,,,18750,16650,15600
499,A6 3.0 TDI quattro S tronic  (C7),180,Audi,52500,,,,,18500,16400,15100
500,A6 3.0 TDI quattro S tronic (C7),200,Audi,55550,30150,26900,25050,22500,20350,,
501,A6 3.0 TDI quattro tiptronic (C7),230,Audi,57250,,,,,20800,18250,16950
502,A6 3.0 TDI quattro tiptronic (C7),235,Audi,60950,35050,30650,28400,25750,22050,,
503,A6 3.0 TDI competition quattro tiptronic (C7),240,Audi,68950,39500,34700,32600,29650,25250,,
504,A6 2.0 TFSI hybrid tiptronic (C7),180,Audi,54150,,,,,20250,17750,15800
505,A6 Avant 2.0 TFSI  (C7),132,Audi,39550,,,,,17800,15800,14150
506,A6 Avant 1.8 TFSI  (C7),140,Audi,42050,,,22650,20700,18600,,
507,A6 Avant 1.8 TFSI ultra S tronic (C7),140,Audi,45200,27750,25800,23900,21850,19650,,
508,A6 Avant 2.8 FSI  (C7),150,Audi,43400,,,,,17500,15350,14050
509,A6 Avant 2.8 FSI quattro S tronic  (C7),150,Audi,48400,,,,,19550,17150,15700
510,A6 Avant 2.0 TFSI quattro S tronic (C7),185,Audi,52700,32200,29800,27350,25000,,,
511,A6 Avant 2.0 TFSI S tronic (C7),185,Audi,49050,,,25850,23700,21350,,
512,A6 allroad 3.0 TFSI quattro S tronic (C7),228,Audi,58500,,,,,24950,22800,20600
513,A6 Avant 3.0 TFSI quattro S tronic  (C7),228,Audi,55200,,,,,22800,21200,18300
514,A6 allroad 3.0 TFSI quattro S tronic (C7),245,Audi,61250,,,33450,30450,26750,,
515,A6 Avant 3.0 TFSI quattro S tronic (C7),245,Audi,57950,,,31000,28400,25200,,
516,A6 Avant 2.0 TDI ultra  (C7),110,Audi,43650,24350,21800,20250,18050,15700,,
517,A6 Avant 2.0 TDI  (C7),130,Audi,41950,,,,,15200,13500,12300
518,A6 allroad 3.0 TDI quattro S tronic (C7),140,Audi,56700,29450,26550,24600,22600,,,
519,A6 Avant 2.0 TDI ultra  (C7),140,Audi,42250,,,,,16050,,
520,A6 Avant 2.0 TDI quattro S tronic (C7),140,Audi,50750,28650,25450,23850,20950,,,
521,A6 Avant 2.0 TDI ultra  (C7),140,Audi,48000,26400,23450,21950,19300,16800,,
522,A6 allroad 3.0 TDI quattro S tronic (C7),150,Audi,55400,,,,,19750,17700,15950
523,A6 Avant 3.0 TDI  (C7),150,Audi,46750,,,,,16250,14150,12750
524,A6 Avant 3.0 TDI quattro S tronic  (C7),150,Audi,51750,,,,,17550,15700,14150
525,A6 allroad 3.0 TDI quattro S tronic (C7),160,Audi,58700,30450,27500,25500,23550,21150,,
526,A6 Avant 3.0 TDI quattro S tronic (C7),160,Audi,55400,31200,27700,25700,22650,19950,,
527,A6 Avant 3.0 TDI S tronic (C7),160,Audi,52650,29600,26300,24400,21450,18950,,
528,A6 allroad 3.0 TDI clean diesel quattro S tronic (C7),180,Audi,58150,,,,,20400,18700,16700
529,A6 Avant 3.0 TDI clean diesel quattro S tronic  (C7),180,Audi,55350,,,,,20000,17400,16000
530,A6 Avant 3.0 TDI quattro S tronic  (C7),180,Audi,54850,,,,,19700,17100,15850
531,A6 allroad 3.0 TDI quattro S tronic (C7),200,Audi,61350,34100,30450,27200,24600,21750,,
532,A6 Avant 3.0 TDI quattro S tronic (C7),200,Audi,58050,32100,28550,26550,24050,21700,,
533,A6 allroad 3.0 TDI quattro tiptronic (C7),230,Audi,62950,,,,,22450,20250,18350
534,A6 Avant 3.0 TDI quattro tiptronic (C7),230,Audi,59600,,,,,21650,19350,17950
535,A6 allroad 3.0 TDI quattro tiptronic (C7),235,Audi,66750,35850,32350,29700,27450,23650,,
536,A6 Avant 3.0 TDI quattro tiptronic (C7),235,Audi,63450,36100,32100,29650,26950,23000,,
537,A6 Avant 3.0 TDI competition quattro tiptronic (C7),240,Audi,71450,41100,36150,33800,30750,26200,,
538,A6 45 TFSI quattro S tronic (C8),180,Audi,54150,38250,,,,,,
539,A6 45 TFSI S tronic (C8),180,Audi,51400,36350,,,,,,
540,A6 55 TFSI quattro tiptronic (C8),250,Audi,59850,42500,,,,,,
541,A6 40 TDI quattro S tronic (C8),150,Audi,52550,35250,,,,,,
542,A6 40 TDI S tronic (C8),150,Audi,49800,33400,,,,,,
543,A6 45 TDI quattro tiptronic (C8),170,Audi,55700,38300,,,,,,
544,A6 50 TDI quattro tiptronic (C8),210,Audi,58700,39850,,,,,,
545,A6 Avant 45 TFSI quattro S tronic (C8),180,Audi,56650,40050,,,,,,
546,A6 Avant 45 TFSI S tronic (C8),180,Audi,53900,38100,,,,,,
547,A6 Avant 40 TDI quattro S tronic (C8),150,Audi,55050,36950,,,,,,
548,A6 Avant 40 TDI S tronic (C8),150,Audi,52300,35100,,,,,,
549,A6 Avant 45 TDI quattro tiptronic (C8),170,Audi,58200,40450,,,,,,
550,A6 Avant 50 TDI quattro tiptronic (C8),210,Audi,61200,42500,,,,,,
551,RS6 cod Avant tiptronic (C7),412,Audi,107900,,,,,46700,41950,
552,RS6 cod Avant tiptronic (C7),412,Audi,112000,71200,64250,58350,53150,48350,,
553,RS6 performance cod Avant tiptronic (C7),445,Audi,118000,75100,68000,61450,56750,,,
554,S6 cod S tronic (C7),309,Audi,73850,,,,,30400,26800,25000
555,S6 cod S tronic (C7),331,Audi,77650,45850,42750,39000,35700,32250,,
556,S6 cod Avant S tronic (C7),309,Audi,76200,,,,,31400,27650,25800
557,S6 cod Avant S tronic (C7),331,Audi,80150,47500,44300,40400,36950,33500,,
558,A7 Sportback 2.8 FSI multitronic (4G),150,Audi,50150,,,,,20650,17750,15350
559,A7 Sportback 2.8 FSI quattro S tronic (4G),150,Audi,52900,,,,,21350,18300,15750
560,A7 Sportback 2.0 TFSI S tronic (4G),185,Audi,52650,,,27550,25350,22250,,
561,A7 Sportback 3.0 TFSI quattro S tronic (4G),228,Audi,59850,,,,,24950,21350,18600
562,A7 Sportback 3.0 TFSI quattro S tronic (4G),245,Audi,62650,,,31800,29250,26050,,
563,A7 Sportback 3.0 TDI quattro S tronic (4G),140,Audi,57850,,29000,26850,24650,,,
564,A7 Sportback 3.0 TDI ultra S tronic (4G),140,Audi,55100,,27150,25050,22950,,,
565,A7 Sportback 3.0 TDI multitronic (4G),150,Audi,53200,,,,,19350,16550,14450
566,A7 Sportback 3.0 TDI quattro S tronic (4G),150,Audi,55950,,,,,20350,17650,15400
567,A7 Sportback 3.0 TDI quattro S tronic (4G),160,Audi,59850,,30050,27800,25500,22150,,
568,A7 Sportback 3.0 TDI ultra S tronic (4G),160,Audi,57100,,28650,26500,24300,21100,,
569,A7 Sportback 3.0 TDI clean diesel quattro S tronic,180,Audi,59900,,,,,22350,19750,17400
570,A7 Sportback 3.0 TDI quattro S tronic (4G),180,Audi,59400,,,,,21650,19100,16550
571,A7 Sportback 3.0 TDI quattro S tronic (4G),200,Audi,63200,33750,31500,29200,27000,24000,,
572,A7 Sportback 3.0 TDI quattro tiptronic (4G),230,Audi,63150,,,,,22800,19750,17250
573,A7 Sportback 3.0 TDI quattro tiptronic (4G),235,Audi,66600,38900,34750,31450,28800,25500,,
574,A7 Sportback 3.0 TDI competition quattro tiptronic,240,Audi,74700,42900,39350,35250,32550,28600,,
575,A7 Sportback 45 TFSI quattro S tronic (4K),180,Audi,61500,40550,,,,,,
576,A7 Sportback 45 TFSI S tronic (4K),180,Audi,58750,38700,,,,,,
577,A7 Sportback 55 TFSI quattro S tronic (4K),250,Audi,67800,44850,41300,,,,,
578,A7 Sportback 40 TDI quattro S tronic (4K),150,Audi,61100,39250,,,,,,
579,A7 Sportback 40 TDI S tronic (4K),150,Audi,58350,37750,,,,,,
580,A7 Sportback 45 TDI quattro tiptronic (4K),170,Audi,63750,40350,,,,,,
581,A7 Sportback 50 TDI quattro tiptronic (4K),210,Audi,67150,42150,,,,,,
582,RS7 Sportback cod tiptronic (4G),412,Audi,113000,,,,,45100,40550,
583,RS7 Sportback cod tiptronic (4G),412,Audi,115700,,,57050,52250,45700,,
584,RS7 performance cod Sportback tiptronic (4G),445,Audi,122200,72850,67900,59750,54900,,,
585,S7 cod Sportback S tronic (4G),309,Audi,80850,,,,,32750,29450,25900
586,S7 cod Sportback S tronic (4G),331,Audi,84600,47600,44350,39950,37150,34000,,
587,A8 3.0 TFSI quattro tiptronic (D4),213,Audi,74600,,,,,,20650,17800
588,A8 L 3.0 TFSI quattro tiptronic (D4),213,Audi,82300,,,,,,23100,19950
589,A8 3.0 TFSI quattro tiptronic (D4),228,Audi,79100,,,,30800,26500,23000,
590,A8 L 3.0 TFSI quattro tiptronic (D4),228,Audi,86800,,,,33900,29200,25300,
591,A8 4.0 TFSI cod quattro tiptronic (D4),309,Audi,95200,,,,,,28050,25550
592,A8 L 4.0 TFSI cod quattro tiptronic (D4),309,Audi,100200,,,,,,29500,26850
593,A8 4.0 TFSI cod quattro tiptronic (D4),320,Audi,104400,,47600,43000,36800,31600,28550,
594,A8 L 4.0 TFSI cod quattro tiptronic (D4),320,Audi,110300,,50300,45450,38600,33200,30000,
595,A8 L 6.3 FSI W12 quattro tiptronic (D4),368,Audi,138900,,,,,,35900,31000
596,A8 L 6.3 FSI W12 cod quattro tiptronic (D4),368,Audi,145800,,68700,59750,52200,44900,,
597,A8 3.0 TDI tiptronic (D4),150,Audi,70000,,,,,,18750,16200
598,A8 3.0 TDI clean diesel quattro tiptronic (D4),184,Audi,74850,,,,,,22300,19400
599,A8 3.0 TDI quattro tiptronic (D4),184,Audi,74000,,,,,,21000,18100
600,A8 L 3.0 TDI clean diesel quattro tiptronic (D4),184,Audi,82550,,,,,,24600,21400
601,A8 L 3.0 TDI quattro tiptronic (D4),184,Audi,81700,,,,,,23200,20000
602,A8 3.0 TDI quattro tiptronic (D4),190,Audi,77600,,,,29150,25900,22400,
