,model,kw,mark,new,2019,2018,2017,2016,2015,2014,2020
305,A4,150.0,Audi,48100,,,,,,,32200
306,A4,150.0,Audi,45750,,,,,,,28950
307,A4,160.0,Audi,47200,29800,26100,23300,20400,,,
308,A4,160.0,Audi,44850,,26300,23500,20550,17700,,
309,A4,170.0,Audi,47700,29600,,,,,,
310,A4,170.0,Audi,47900,33200,,,,,,
311,A4,200.0,Audi,51850,,30000,26550,24000,21950,,
312,A4,210.0,Audi,52200,32650,,,,,,
313,A4,210.0,Audi,49617,32250,,,,,,34350
314,A4,90.0,Audi,37700,21750,20400,,,,,
315,A4 Avant 1.4 TFSI  (B9),110.0,Audi,34250,,20950,19100,18050,,,
316,A4 Avant 35 TFSI  (B9),110.0,Audi,34550,24400,22300,,,,,
317,A4 Avant 35 TFSI  (B9),110.0,Audi,34849,24950,,,,,,26800
318,A4 Avant 2.0 TFSI ultra  (B9),140.0,Audi,41900,,22400,19400,18000,,,
319,A4 Avant 40 TFSI  (B9),140.0,Audi,38650,27150,24500,,,,,
320,A4 Avant 40 TFSI S tronic (B9),140.0,Audi,40990,27950,,,,,,32200
321,A4 Avant 40 TFSI quattro S tronic (B9),150.0,Audi,46800,,,,,,,35250
322,A4 Avant 40 TFSI S tronic (B9),150.0,Audi,44450,,,,,,,32650
323,A4 Allroad 45 TFSI quattro S tronic (B9),180.0,Audi,50100,31900,,,,,,
324,A4 Allroad 45 TFSI quattro S tronic (B9),180.0,Audi,49324,34600,,,,,,40600
325,A4 Avant 45 TFSI quattro S tronic (B9),180.0,Audi,48050,34200,,,,,,
326,A4 Avant 45 TFSI S tronic (B9),180.0,Audi,45700,30850,,,,,,
327,A4 Avant 45 TFSI quattro S tronic (B9),180.0,Audi,47131,35000,,,,,,36900
328,A4 Allroad 2.0 TFSI quattro S tronic (B9),185.0,Audi,50100,,30450,29000,26450,,,
329,A4 Avant 2.0 TFSI quattro (B9),185.0,Audi,45750,,29700,26750,25650,24650,,
330,A4 Avant 2.0 TFSI S tronic (B9),185.0,Audi,45700,,28350,26850,25400,,,
331,A4 Allroad 45 TFSI quattro S tronic (B9),195.0,Audi,53000,,,,,,,40500
332,A4 Avant 45 TFSI quattro S tronic (B9),195.0,Audi,50750,,,,,,,39850
333,A4 Avant 2.0 TDI  (B9),90.0,Audi,39550,,20300,17300,15800,,,
334,A4 Avant 30 TDI S tronic (B9),90.0,Audi,39550,22050,20300,,,,,
335,A4 Avant 30 TDI  (B9),90.0,Audi,36604,23400,,,,,,26200
336,A4 Avant 30 TDI S tronic (B9),100.0,Audi,40015,24500,,,,,,28300
337,A4 Allroad 2.0 TDI quattro (B9),110.0,Audi,43050,,23450,21800,19450,,,
338,A4 Avant 2.0 TDI  (B9),110.0,Audi,40950,,21850,17900,16300,14450,,
339,A4 Avant 2.0 TDI quattro (B9),110.0,Audi,41000,,23150,19600,17100,,,
340,A4 Avant 2.0 TDI ultra  (B9),110.0,Audi,38850,,21250,18050,16100,14550,,
341,A4 Avant 35 TDI S tronic (B9),110.0,Audi,40950,24450,21850,,,,,
342,A4 Allroad 2.0 TDI quattro S tronic (B9),120.0,Audi,46100,,26700,24550,21700,,,
343,A4 Avant 35 TDI S tronic (B9),120.0,Audi,41769,27350,,,,,,29100
344,A4 Allroad 2.0 TDI quattro (B9),140.0,Audi,48400,31600,28250,24250,22050,,,
345,A4 Allroad 40 TDI quattro S tronic (B9),140.0,Audi,47521,35050,,,,,,37400
346,A4 Avant 2.0 TDI quattro (B9),140.0,Audi,46350,,23950,20800,19300,17550,,
347,A4 Avant 40 TDI quattro S tronic (B9),140.0,Audi,46350,27600,25300,,,,,
348,A4 Avant 40 TDI S tronic (B9),140.0,Audi,44000,27150,24600,,,,,
349,A4 Avant 40 TDI quattro S tronic (B9),140.0,Audi,45328,30050,,,,,,33650
350,A4 Avant 40 TDI S tronic (B9),140.0,Audi,43524,27000,,,,,,30250
351,A4 Allroad 40 TDI quattro S tronic (B9),150.0,Audi,52000,,,,,,,37700
352,A4 Avant 40 TDI quattro S tronic (B9),150.0,Audi,49750,,,,,,,36350
353,A4 Avant 40 TDI S tronic (B9),150.0,Audi,47400,,,,,,,32250
354,A4 Allroad 3.0 TDI quattro S tronic (B9),160.0,Audi,51100,,28850,27100,24850,,,
355,A4 Avant 3.0 TDI quattro S tronic (B9),160.0,Audi,49050,31150,27800,24800,21250,,,
356,A4 Avant 3.0 TDI S tronic (B9),160.0,Audi,46700,,25950,24050,20200,18100,,
357,A4 Allroad 45 TDI quattro S tronic (B9),170.0,Audi,51800,36300,,,,,,
358,A4 Avant 45 TDI quattro tiptronic (B9),170.0,Audi,49550,32800,,,,,,
359,A4 Allroad 3.0 TDI quattro tiptronic (B9),200.0,Audi,55750,,31150,28950,27150,,,
360,A4 Avant 3.0 TDI quattro tiptronic (B9),200.0,Audi,53700,,30650,27150,23950,22000,,
361,A4 Allroad 50 TDI quattro tiptronic (B9),210.0,Audi,53418,36400,,,,,,40800
362,A4 Avant 50 TDI quattro tiptronic (B9),210.0,Audi,51226,34250,,,,,,38600
363,A4 Avant g-tron  (B9),125.0,Audi,40300,,24750,23600,,,,
364,A4 Avant 40 g-tron S tronic (B9),125.0,Audi,42600,27350,,,,,,
365,A4 Avant 40 g-tron S tronic (B9),125.0,Audi,42111,29300,,,,,,32450
366,RS4 Avant S tronic (B8),331.0,Audi,77900,,,,,43450,38450,
367,RS4 Avant tiptronic (B9),331.0,Audi,80700,,61100,57350,,,,
368,RS4 Avant tiptronic (B9),331.0,Audi,79933,67050,,,,,,74850
369,S4 tiptronic (B9),260.0,Audi,60600,,40600,36600,32050,,,
370,S4 TDI tiptronic (B9),251.0,Audi,66750,,,,,,,49500
371,S4 TDI tiptronic (B9),255.0,Audi,61022,43300,,,,,,47000
372,S4 Avant tiptronic (B9),260.0,Audi,62450,,43000,40300,37850,,,
373,S4 Avant TDI tiptronic (B9),251.0,Audi,68400,,,,,,,55400
374,S4 Avant TDI tiptronic (B9),255.0,Audi,62631,46650,,,,,,55400
375,A5 Cabriolet 1.8 TFSI  (8F),130.0,Audi,40750,,,,21800,19150,,
376,A5 Cabriolet 2.0 TFSI  (8F),165.0,Audi,45500,,,,,20000,17700,
377,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),165.0,Audi,50050,,,,,21850,19400,
378,A5 Cabriolet 2.0 TFSI  (8F),169.0,Audi,45900,,,,23400,20300,,
379,A5 Cabriolet 2.0 TFSI quattro S tronic (8F),169.0,Audi,50450,,,,25550,22150,,
380,A5 Cabriolet 2.0 TDI  (8F),110.0,Audi,42050,,,,,15600,13700,
381,A5 Cabriolet 2.0 TDI  (8F),130.0,Audi,43750,,,,,18200,16150,
382,A5 Cabriolet 2.0 TDI quattro (8F),130.0,Audi,46100,,,,,19350,17150,
383,A5 Cabriolet 2.0 TDI  (8F),140.0,Audi,44750,,,,19900,17500,15400,
384,A5 Cabriolet 2.0 TDI quattro (8F),140.0,Audi,47100,,,,21100,18600,16400,
385,A5 Cabriolet 3.0 TDI multitronic (8F),150.0,Audi,49550,,,,,18600,16850,
386,A5 Cabriolet 3.0 TDI quattro S tronic (8F),160.0,Audi,52300,,,,23100,20100,,
387,A5 Cabriolet 3.0 TDI quattro S tronic (8F),180.0,Audi,55950,,,,,21650,19350,
388,A5 Sportback 1.8 TFSI  (8T),106.0,Audi,33150,,,,18300,16250,14800,
389,A5 Sportback 1.8 TFSI  (8T),130.0,Audi,35250,,,,19550,17450,,
390,A5 Sportback 2.0 TFSI  (8T),165.0,Audi,40000,,,,,19700,17950,
391,A5 Sportback 2.0 TFSI quattro (8T),165.0,Audi,42350,,,,,20800,19000,
392,A5 Sportback 2.0 TFSI  (8T),169.0,Audi,40400,,,,22550,20300,,
393,A5 Sportback 2.0 TFSI quattro (8T),169.0,Audi,42750,,,,23850,21450,,
394,A5 Sportback 2.0 TDI  (8T),100.0,Audi,34150,,,,,15050,13600,
395,A5 Sportback 2.0 TDI ultra  (8T),100.0,Audi,35350,,,,16600,14750,13350,
396,A5 Sportback 2.0 TDI  (8T),110.0,Audi,36550,,,,,15450,13950,
397,A5 Sportback 2.0 TDI ultra  (8T),120.0,Audi,39050,,,,17300,15250,14050,
398,A5 Sportback 2.0 TDI  (8T),130.0,Audi,38250,,,,,17050,15100,
399,A5 Sportback 2.0 TDI quattro (8T),130.0,Audi,40600,,,,,18050,16000,
400,A5 Sportback 2.0 TDI  (8T),140.0,Audi,38850,,,,,16750,15500,
401,A5 Sportback 2.0 TDI quattro (8T),140.0,Audi,41200,,,,,17750,16450,
402,A5 Sportback 3.0 TDI  (8T),150.0,Audi,41850,,,,,17500,15900,
403,A5 Sportback 3.0 TDI quattro S tronic (8T),160.0,Audi,46800,,,,22350,19650,,
404,A5 Sportback 3.0 TDI quattro (8T),180.0,Audi,48250,,,,,19100,17300,
405,A5 Coupé 1.8 TFSI  (8T),130.0,Audi,36050,,,,20500,17650,,
406,A5 Coupé 2.0 TFSI  (8T),165.0,Audi,40800,,,,,19350,17100,
407,A5 Coupé 2.0 TFSI quattro (8T),165.0,Audi,43150,,,,,20450,18050,
408,A5 Coupé 2.0 TFSI  (8T),169.0,Audi,41200,,,,22100,19550,,
409,A5 Coupé 2.0 TFSI quattro (8T),169.0,Audi,43550,,,,23350,20700,,
410,A5 Coupé 2.0 TDI ultra  (8T),120.0,Audi,39850,,,,18100,15450,13650,
411,A5 Coupé 2.0 TDI  (8T),130.0,Audi,39050,,,,,16800,14500,
412,A5 Coupé 2.0 TDI quattro (8T),130.0,Audi,41400,,,,,17650,15250,
413,A5 Coupé 2.0 TDI  (8T),140.0,Audi,39650,,,,,16150,14450,
414,A5 Coupé 2.0 TDI quattro (8T),140.0,Audi,42000,,,,,17050,15250,
415,A5 Coupé 3.0 TDI  (8T),150.0,Audi,42650,,,,,17600,15500,
416,A5 Coupé 3.0 TDI quattro S tronic (8T),160.0,Audi,47600,,,,22500,19800,,
417,A5 Coupé 3.0 TDI quattro (8T),180.0,Audi,49050,,,,,19450,17250,
418,A5 Sportback,110.0,Audi,39000,28600,26750,,,,,
419,A5 Sportback 35 TFSI  (F5),110.0,Audi,40200,,,,,,,30850
420,A5 Sportback,140.0,Audi,40900,,27900,26750,,,,
421,A5 Sportback,140.0,Audi,41700,30400,27450,,,,,
422,A5 Sportback,140.0,Audi,42900,33100,,,,,,
423,A5 Sportback,150.0,Audi,47850,,,,,,,37750
424,A5 Sportback,150.0,Audi,45500,,,,,,,35950
425,A5 Sportback,180.0,Audi,49300,32800,,,,,,
426,A5 Sportback,180.0,Audi,46550,31000,,,,,,
427,A5 Sportback,180.0,Audi,50250,35450,,,,,,
428,A5 Sportback,185.0,Audi,46600,,31200,29350,28550,,,
429,A5 Sportback,185.0,Audi,46550,,31200,29300,27150,,,
430,A5 Sportback,195.0,Audi,53100,,,,,,,40500
431,A5 Sportback,110.0,Audi,41400,,26100,21350,,,,
432,A5 Sportback 2.0 TDI quattro (F5),110.0,Audi,41450,,26100,22650,,,,
433,A5 Sportback 35 TDI S tronic (F5),110.0,Audi,41400,27850,26100,,,,,
434,A5 Sportback 35 TDI S tronic (F5),120.0,Audi,42500,27600,,,,,,
435,A5 Sportback 35 TDI S tronic (F5),120.0,Audi,43400,30300,,,,,,
436,A5 Sportback 2.0 TDI  (F5),140.0,Audi,43950,,26950,24350,21600,,,
437,A5 Sportback 2.0 TDI quattro (F5),140.0,Audi,46300,,28400,25750,24100,,,
438,A5 Sportback 2.0 TDI ultra  (F5),140.0,Audi,44150,,27050,24550,22000,,,
439,A5 Sportback 40 TDI quattro S tronic (F5),140.0,Audi,47100,31950,28400,,,,,
440,A5 Sportback 40 TDI S tronic (F5),140.0,Audi,44750,30350,26950,,,,,
441,A5 Sportback 40 TDI quattro S tronic (F5),140.0,Audi,47082,34450,,,,,,38600
442,A5 Sportback 40 TDI S tronic (F5),140.0,Audi,45279,32150,,,,,,36000
443,A5 Sportback 40 TDI quattro S tronic (F5),150.0,Audi,50900,,,,,,,42800
444,A5 Sportback 40 TDI S tronic (F5),150.0,Audi,48550,,,,,,,39050
445,A5 Sportback 3.0 TDI quattro S tronic (F5),160.0,Audi,49900,34350,31050,28350,24800,,,
446,A5 Sportback 3.0 TDI S tronic (F5),160.0,Audi,47550,,29550,27050,,,,
447,A5 Sportback 45 TDI quattro tiptronic (F5),170.0,Audi,51200,33050,,,,,,
448,A5 Sportback 45 TDI quattro tiptronic (F5),170.0,Audi,51567,34950,,,,,,39150
449,A5 Sportback 3.0 TDI quattro tiptronic (F5),200.0,Audi,54000,,,30350,,,,
450,A5 Sportback 3.0 TDI quattro tiptronic (F5),210.0,Audi,54550,36700,34150,30350,,,,
451,A5 Sportback 50 TDI quattro tiptronic (F5),210.0,Audi,54950,36700,,,,,,
452,A5 Sportback 50 TDI quattro tiptronic (F5),210.0,Audi,54735,37850,,,,,,42400
453,A5 Sportback 40 g-tron S tronic  (F5),125.0,Audi,43900,29400,,,,,,
454,A5 Sportback g-tron  (F5),125.0,Audi,40800,,27650,26350,,,,
455,A5 Sportback 40 g-tron S tronic (F5),125.0,Audi,43963,31600,,,,,,34550
456,A5 Coupé 35 TFSI S tronic (F5),110.0,Audi,39000,27900,25050,,,,,
457,A5 Coupé 35 TFSI  (F5),110.0,Audi,40200,,,,,,,30300
458,A5 Coupé 2.0 TFSI  (F5),140.0,Audi,40900,,27850,25550,23600,,,
459,A5 Coupé 40 TFSI  (F5),140.0,Audi,41700,28650,26400,,,,,
460,A5 Coupé 40 TFSI S tronic (F5),140.0,Audi,42900,31450,,,,,,
461,A5 Coupé 40 TFSI quattro S tronic (F5),150.0,Audi,47850,,,,,,,36650
462,A5 Coupé 40 TFSI S tronic (F5),150.0,Audi,45500,,,,,,,34850
463,A5 Coupé 45 TFSI quattro S tronic (F5),180.0,Audi,49300,34800,,,,,,
464,A5 Coupé 45 TFSI S tronic (F5),180.0,Audi,46550,32850,,,,,,
465,A5 Coupé 45 TFSI quattro S tronic (F5),180.0,Audi,50250,35850,,,,,,
466,A5 Coupé 2.0 TFSI quattro (F5),185.0,Audi,46600,,30750,28750,26450,,,
467,A5 Coupé 2.0 TFSI S tronic (F5),185.0,Audi,46550,,30700,28750,26400,,,
468,A5 Coupé 45 TFSI quattro S tronic (F5),195.0,Audi,53100,,,,,,,39800
469,A5 Coupé 2.0 TDI  (F5),110.0,Audi,41400,,24350,22250,,,,
470,A5 Coupé 35 TDI S tronic (F5),110.0,Audi,41400,26700,24350,,,,,
471,A5 Coupé 35 TDI S tronic (F5),120.0,Audi,42500,27150,,,,,,
472,A5 Coupé 35 TDI S tronic (F5),120.0,Audi,43400,28400,,,,,,
473,A5 Coupé 2.0 TDI  (F5),140.0,Audi,43950,,26100,23600,21300,,,
474,A5 Coupé 2.0 TDI quattro (F5),140.0,Audi,46300,,27500,24950,22500,,,
475,A5 Coupé 2.0 TDI ultra  (F5),140.0,Audi,44150,,26200,23800,21500,,,
476,A5 Coupé 40 TDI quattro S tronic (F5),140.0,Audi,47100,31800,27650,,,,,
477,A5 Coupé 40 TDI S tronic (F5),140.0,Audi,44750,30200,26250,,,,,
478,A5 Coupé 40 TDI quattro S tronic (F5),140.0,Audi,47082,29100,,,,,,32600
479,A5 Coupé 40 TDI S tronic (F5),140.0,Audi,45279,30000,,,,,,33600
480,A5 Coupé 40 TDI S tronic (F5),150.0,Audi,48550,,,,,,,38550
481,A5 Coupé 3.0 TDI quattro S tronic (F5),160.0,Audi,49900,33500,30050,28050,23950,,,
482,A5 Coupé 3.0 TDI S tronic (F5),160.0,Audi,47550,,28650,26700,22800,,,
483,A5 Coupé 45 TDI quattro tiptronic (F5),170.0,Audi,51200,32600,,,,,,
484,A5 Coupé 45 TDI quattro tiptronic (F5),170.0,Audi,51567,34600,,,,,,38750
485,A5 Coupé 3.0 TDI quattro tiptronic (F5),200.0,Audi,54000,,,31050,,,,
486,A5 Coupé 3.0 TDI quattro tiptronic (F5),210.0,Audi,54550,36500,33800,31050,,,,
487,A5 Coupé 50 TDI quattro tiptronic (F5),210.0,Audi,54950,36500,,,,,,
488,A5 Coupé 50 TDI quattro tiptronic (F5),210.0,Audi,54735,37250,,,,,,41700
489,A5 Cabriolet 35 TFSI S tronic (F5),110.0,Audi,48900,,,,,,,36500
490,A5 Cabriolet 2.0 TFSI  (F5),140.0,Audi,50150,,30400,28300,25550,,,
491,A5 Cabriolet 40 TFSI  (F5),140.0,Audi,47900,35450,30250,,,,,
492,A5 Cabriolet 40 TFSI S tronic (F5),140.0,Audi,49100,36750,,,,,,
493,A5 Cabriolet 40 TFSI quattro S tronic (F5),150.0,Audi,54150,,,,,,,42850
494,A5 Cabriolet 40 TFSI S tronic (F5),150.0,Audi,51800,,,,,,,41100
495,A5 Cabriolet 45 TFSI quattro S tronic (F5),180.0,Audi,55500,39600,,,,,,
496,A5 Cabriolet 45 TFSI S tronic (F5),180.0,Audi,52750,37650,,,,,,
497,A5 Cabriolet 45 TFSI quattro S tronic (F5),180.0,Audi,56450,41150,,,,,,
498,A5 Cabriolet 2.0 TFSI quattro S tronic (F5),185.0,Audi,55100,,36150,34100,31850,,,
499,A5 Cabriolet 45 TFSI quattro S tronic (F5),195.0,Audi,59400,,,,,,,46600
500,A5 Cabriolet 2.0 TDI  (F5),110.0,Audi,47600,,27750,25000,,,,
501,A5 Cabriolet 35 TDI S tronic (F5),110.0,Audi,47600,31550,27900,,,,,
502,A5 Cabriolet 35 TDI S tronic (F5),120.0,Audi,49600,34350,,,,,,
503,A5 Cabriolet 2.0 TDI quattro S tronic (F5),140.0,Audi,52500,,31850,29650,,,,
504,A5 Cabriolet 40 TDI quattro S tronic (F5),140.0,Audi,53300,34350,32000,,,,,
505,A5 Cabriolet 40 TDI S tronic (F5),140.0,Audi,50950,32850,30550,,,,,
506,A5 Cabriolet 40 TDI quattro S tronic (F5),140.0,Audi,53126,36000,,,,,,40300
507,A5 Cabriolet 40 TDI S tronic (F5),140.0,Audi,51323,35450,,,,,,39700
508,A5 Cabriolet 40 TDI quattro S tronic (F5),150.0,Audi,57200,,,,,,,43900
509,A5 Cabriolet 40 TDI S tronic (F5),150.0,Audi,54850,,,,,,,40800
510,A5 Cabriolet 3.0 TDI quattro S tronic (F5),160.0,Audi,56100,,32800,30250,27250,,,
511,A5 Cabriolet 3.0 TDI S tronic (F5),160.0,Audi,53750,,31450,28950,,,,
512,A5 Cabriolet 3.0 TDI quattro tiptronic (F5),210.0,Audi,60750,42200,36050,33000,,,,
513,A5 Cabriolet 50 TDI quattro tiptronic (F5),210.0,Audi,61150,42500,,,,,,
514,A5 Cabriolet 50 TDI quattro tiptronic (F5),210.0,Audi,60778,44000,,,,,,49300
515,RS5 Cabriolet S tronic (8F),331.0,Audi,89900,,,,,44350,40450,
516,RS5 Coupé S tronic (8T),331.0,Audi,79900,,,,,40100,35500,
517,RS5 Sportback tiptronic (F5),331.0,Audi,82700,60650,,,,,,
518,RS5 Sportback tiptronic (F5),331.0,Audi,81882,66150,,,,,,73250
519,RS5 Coupé tiptronic (F5),331.0,Audi,82700,,59500,56300,,,,
520,RS5 Coupé tiptronic (F5),331.0,Audi,81882,63250,,,,,,70150
521,S5 Sportback tiptronic (F5),260.0,Audi,63300,,45150,40700,37500,,,
522,S5 Sportback TDI tiptronic (F5),251.0,Audi,69500,,,,,,,58300
523,S5 Sportback TDI tiptronic (F5),255.0,Audi,65300,49950,,,,,,
524,S5 Sportback TDI tiptronic (F5),255.0,Audi,66500,52000,,,,,,
525,S5 Coupé tiptronic (F5),260.0,Audi,63300,,44050,40400,36000,,,
526,S5 Coupé TDI tiptronic (F5),251.0,Audi,69500,,,,,,,54750
527,S5 Coupé TDI tiptronic (F5),255.0,Audi,65300,48050,,,,,,
528,S5 Coupé TDI tiptronic (F5),255.0,Audi,66500,48900,,,,,,
529,S5 Cabriolet tiptronic (F5),260.0,Audi,68600,,44450,42200,38850,,,
530,S5 Cabriolet TFSI tiptronic (F5),260.0,Audi,68528,52300,,,,,,57950
531,A6,140.0,Audi,39550,,,,20400,18250,16750,
532,A6,140.0,Audi,42700,,25500,24300,21600,19350,17700,
533,A6,185.0,Audi,50200,,28450,25700,24050,22550,,
534,A6,185.0,Audi,46550,,,,22650,21250,19100,
535,A6,245.0,Audi,55450,,,,27000,25400,22850,
536,A6,110.0,Audi,41150,,23950,21750,19450,17250,15100,
537,A6,140.0,Audi,48250,,26800,25450,22950,20400,,
538,A6,140.0,Audi,45500,,25700,23000,20750,18400,16200,
539,A6,160.0,Audi,52900,,28100,26750,24200,22000,19950,
540,A6,160.0,Audi,50150,,26600,25300,22900,20800,18900,
541,A6,200.0,Audi,55550,,30150,27400,24950,22650,20050,
542,A6,235.0,Audi,60950,,33350,28500,27250,25900,22600,
543,A6,240.0,Audi,68950,,37950,36150,31450,30050,26050,
544,A6 Avant 1.8 TFSI  (C7),140.0,Audi,42050,,,,21650,19600,17900,
545,A6 Avant 1.8 TFSI ultra S tronic (C7),140.0,Audi,45200,,27050,24800,22850,20700,18900,
546,A6 Avant 2.0 TFSI quattro S tronic (C7),185.0,Audi,52700,,31000,28400,25700,23950,,
547,A6 Avant 2.0 TFSI S tronic (C7),185.0,Audi,49050,,,,24350,22700,21150,
548,A6 allroad 3.0 TFSI quattro S tronic (C7),245.0,Audi,61250,,,,29150,26700,24000,
549,A6 Avant 3.0 TFSI quattro S tronic (C7),245.0,Audi,57950,,,,28200,26950,23900,
550,A6 Avant 2.0 TDI ultra  (C7),110.0,Audi,43650,,23650,20950,19750,17400,15300,
551,A6 allroad 3.0 TDI quattro S tronic (C7),140.0,Audi,56700,,27150,26050,23850,21700,,
552,A6 Avant 2.0 TDI quattro S tronic (C7),140.0,Audi,50750,,26950,24750,21800,19500,,
553,A6 Avant 2.0 TDI ultra  (C7),140.0,Audi,48000,,25850,22800,20100,18150,16450,
554,A6 allroad 3.0 TDI quattro S tronic (C7),160.0,Audi,58700,,29750,27500,25050,22800,21100,
555,A6 Avant 3.0 TDI quattro S tronic (C7),160.0,Audi,55400,,29750,27200,24250,21550,19200,
556,A6 Avant 3.0 TDI S tronic (C7),160.0,Audi,52650,,28500,26050,23000,20450,18200,
557,A6 allroad 3.0 TDI quattro S tronic (C7),200.0,Audi,61350,,31650,28700,25850,22900,21100,
558,A6 Avant 3.0 TDI quattro S tronic (C7),200.0,Audi,58050,,32100,28600,25200,23200,20550,
559,A6 allroad 3.0 TDI quattro tiptronic (C7),235.0,Audi,66750,,34100,31450,28850,26250,23800,
560,A6 Avant 3.0 TDI quattro tiptronic (C7),235.0,Audi,63450,,33600,31050,28450,25600,22600,
561,A6 Avant 3.0 TDI competition quattro tiptronic (C7),240.0,Audi,71450,,39550,36350,33100,30400,26400,
562,A6,180.0,Audi,53360,36050,32100,,,,,40150
563,A6,180.0,Audi,50679,34200,30450,,,,,38150
564,A6,195.0,Audi,58950,,,,,,,40350
565,A6,195.0,Audi,56200,,,,,,,38350
566,A6,250.0,Audi,59850,,39400,,,,,
567,A6,120.0,Audi,46878,31550,,,,,,33800
568,A6,150.0,Audi,51800,34450,31750,,,,,36800
569,A6,150.0,Audi,49120,32650,30100,,,,,34900
570,A6,170.0,Audi,54871,36450,34050,,,,,41600
571,A6,180.0,Audi,60300,,,,,,,43000
572,A6,210.0,Audi,57796,38800,36450,,,,,41450
573,A6,220.0,Audi,57220,38900,,,,,,42800
574,A6,270.0,Audi,67114,43850,,,,,,48300
575,A6 Avant 45 TFSI quattro S tronic (C8),180.0,Audi,55797,37350,33600,,,,,42350
576,A6 Avant 45 TFSI S tronic (C8),180.0,Audi,53116,35500,31950,,,,,40300
577,A6 Avant 45 TFSI quattro S tronic (C8),195.0,Audi,61450,,,,,,,43300
578,A6 Avant 45 TFSI S tronic (C8),195.0,Audi,58700,,,,,,,41250
579,A6 allroad 55 TFSI quattro S tronic (C8),250.0,Audi,65204,46100,,,,,,51300
580,A6 Avant 55 TFSI quattro S tronic (C8),250.0,Audi,61987,42250,,,,,,49550
581,A6 Avant 35 TDI S tronic (C8),120.0,Audi,49315,31600,,,,,,34950
582,A6 allroad 40 TDI quattro S tronic (C8),150.0,Audi,62550,,,,,,,43750
583,A6 Avant 40 TDI quattro S tronic (C8),150.0,Audi,54237,35250,33050,,,,,37850
584,A6 Avant 40 TDI S tronic (C8),150.0,Audi,51556,33450,31400,,,,,35950
585,A6 allroad 45 TDI quattro tiptronic (C8),170.0,Audi,60524,42500,,,,,,48450
586,A6 Avant 45 TDI quattro tiptronic (C8),170.0,Audi,57307,36650,34350,,,,,41500
587,A6 allroad 45 TDI quattro tiptronic (C8),180.0,Audi,66100,,,,,,,48600
588,A6 Avant 45 TDI quattro tiptronic (C8),180.0,Audi,62800,,,,,,,43150
589,A6 allroad 50 TDI quattro tiptronic (C8),210.0,Audi,63449,45450,,,,,,52850
590,A6 Avant 50 TDI quattro tiptronic (C8),210.0,Audi,60232,40400,37650,,,,,43600
591,A6 allroad 55 TDI quattro tiptronic (C8),253.0,Audi,74300,,,,,,,58200
592,A6 allroad 55 TDI quattro tiptronic (C8),257.0,Audi,68907,52200,,,,,,58200
593,A6 Avant 55 TFSI e sport quattro S tronic (C8),270.0,Audi,70127,,,,,,,51000
594,RS6 Avant cod tiptronic (C7),412.0,Audi,112000,,64400,60050,57800,51450,46950,
595,RS6 performance cod Avant tiptronic (C7),445.0,Audi,118000,,71450,66200,59650,53550,,
596,RS6 Avant tiptronic (C8),441.0,Audi,116000,103250,,,,,,112350
597,S6 cod S tronic (C7),331.0,Audi,77650,,44100,41750,37850,34150,31350,
598,S6 Avant cod S tronic (C7),331.0,Audi,80150,,46450,43900,38400,34600,31350,
599,S6 TDI tiptronic (C8),253.0,Audi,81200,,,,,,,63650
600,S6 TDI tiptronic (C8),257.0,Audi,75147,58350,,,,,,63650
601,S6 Avant TDI tiptronic (C8),253.0,Audi,83700,,,,,,,65550
602,S6 Avant TDI tiptronic (C8),257.0,Audi,77583,59150,,,,,,65600
603,A7 Sportback 2.0 TFSI S tronic (4G),185.0,Audi,52650,,,,25700,22850,20200,
604,A7 Sportback 3.0 TFSI quattro S tronic (4G),245.0,Audi,62650,,,,28800,25850,23000,
605,A7 Sportback 3.0 TDI quattro S tronic (4G),140.0,Audi,57850,,,26100,23450,20850,,
606,A7 Sportback 3.0 TDI ultra S tronic (4G),140.0,Audi,55100,,,24400,21900,19450,,
607,A7 Sportback 3.0 TDI quattro S tronic (4G),160.0,Audi,59850,,,27000,24250,21850,19100,
608,A7 Sportback 3.0 TDI ultra S tronic (4G),160.0,Audi,57100,,,25750,23150,20800,18200,
609,A7 Sportback 3.0 TDI quattro S tronic (4G),200.0,Audi,63200,,30600,28300,25200,22650,20500,
610,A7 Sportback 3.0 TDI quattro tiptronic (4G),235.0,Audi,66600,,34600,29800,26500,23900,21550,
611,A7 Sportback 3.0 TDI competition quattro tiptronic,240.0,Audi,74700,,38300,33600,29550,26750,24350,
612,A7 Sportback 45 TFSI quattro S tronic (4K),180.0,Audi,60524,44900,40250,,,,,50300
613,A7 Sportback 45 TFSI S tronic (4K),180.0,Audi,57845,42900,38450,,,,,48100
614,A7 Sportback 45 TFSI quattro S tronic (4K),195.0,Audi,65350,,,,,,,51300
615,A7 Sportback 45 TFSI S tronic (4K),195.0,Audi,62600,,,,,,,49050
616,A7 Sportback 55 TFSI quattro S tronic (4K),250.0,Audi,67800,,44650,41450,,,,
617,A7 Sportback 40 TDI quattro S tronic (4K),150.0,Audi,60134,42550,38700,,,,,48250
618,A7 Sportback 40 TDI S tronic (4K),150.0,Audi,57454,40950,37200,,,,,46400
619,A7 Sportback 45 TDI quattro tiptronic (4K),170.0,Audi,62718,43900,40000,,,,,49750
